qid,leader,ccode,iso3,country,start_year,end_year,term_limits_absent,president_for_life,family_in_govt,political_killings,military_executive,judicial_purges,const_disregard,no_leg_constraint,places_named,grandiose_titles,monuments,birthday_holiday,hagiography,cult_of_personality,currency_portrait,oath_to_person
Q2665236,Ahmed,771,BGD,Bangladesh,1990,1991,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
Q234814,Khaleda Zia,771,BGD,Bangladesh,1991,1996,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
Q31734536,Mohammad Habibur Rahman,771,BGD,Bangladesh,1996,1996,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
Q52183,Hasina Wazed,771,BGD,Bangladesh,1996,2001,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0
Q2093148,Latifur Rahman,771,BGD,Bangladesh,2001,2001,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
Q234814,Khaleda Zia,771,BGD,Bangladesh,2001,2006,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
Q165672,Iajuddin,771,BGD,Bangladesh,2006,2007,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Q52183,Hasina Wazed,771,BGD,Bangladesh,2009,2015,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0
Q316384,U Nu,775,MMR,Myanmar,1948,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2877627,U Ba Swe,775,MMR,Myanmar,1956,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q316384,U Nu,775,MMR,Myanmar,1957,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q315522,Ne Win,775,MMR,Myanmar,1958,1960,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Q316384,U Nu,775,MMR,Myanmar,1960,1962,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q315522,Ne Win,775,MMR,Myanmar,1962,1988,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0
Q586850,Maung Maung,775,MMR,Myanmar,1988,1988,0,0,0,1,0,1,1,,0,0,0,0,0,0,1,0
Q202553,Than Shwe,775,MMR,Myanmar,1992,2011,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0
Q12149,Thein Sein,775,MMR,Myanmar,2011,2015,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Q663001,"Senanayake, Don",780,LKA,Sri Lanka,1948,1952,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Q1150570,"Senanayake, Dudley",780,LKA,Sri Lanka,1952,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q4271789,Kotelawala,780,LKA,Sri Lanka,1953,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q982207,Dahanayake,780,LKA,Sri Lanka,1959,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1150570,"Senanayake, Dudley",780,LKA,Sri Lanka,1960,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q194291,"Bandaranaike, S",780,LKA,Sri Lanka,1960,1965,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Q1150570,"Senanayake, Dudley",780,LKA,Sri Lanka,1965,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q194291,"Bandaranaike, S",780,LKA,Sri Lanka,1970,1977,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Q469661,Jayewardene,780,LKA,Sri Lanka,1977,1989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Q472323,Premadasa,780,LKA,Sri Lanka,1989,1993,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Q207432,Kumaratunga,780,LKA,Sri Lanka,1994,2005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1538702,Rajapakse,780,LKA,Sri Lanka,2005,2015,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Q6737124,Maithripala Sirisena,780,LKA,Sri Lanka,2015,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q558802,Nasir,781,UNK,COW-781,1957,1978,,,0,0,0,1,1,1,0,0,0,0,0,0,0,
Q297957,Maumoon Abdul Gayoom,781,UNK,COW-781,1978,2008,,,1,0,0,1,1,1,0,0,0,0,0,0,0,
Q381928,Tribhuvan,790,NPL,Nepal,1951,1955,0,0,1,0,0,1,1,,1,0,0,0,0,0,0,0
Q313110,Mahendra,790,NPL,Nepal,1955,1972,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0
Q162306,Birendra,790,NPL,Nepal,1972,1990,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
Q220991,Girija Prasad Koirala,790,NPL,Nepal,1991,1994,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Q470903,Sher Bahadur Deuba,790,NPL,Nepal,1995,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2628548,Lokendra Bahadur Chand,790,NPL,Nepal,1997,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q220991,Girija Prasad Koirala,790,NPL,Nepal,1998,1999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Q220991,Girija Prasad Koirala,790,NPL,Nepal,2000,2001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Q2628548,Lokendra Bahadur Chand,790,NPL,Nepal,2002,2003,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Q983444,Surya Bahadur Thapa,790,NPL,Nepal,2003,2004,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Q201327,Gyanendra,790,NPL,Nepal,2005,2006,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Q220991,Girija Prasad Koirala,790,NPL,Nepal,2006,2008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Q315500,Prachanda,790,NPL,Nepal,2008,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q332509,Madhav Kumar Nepal,790,NPL,Nepal,2009,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q6401600,Khil Raj Regmi,790,NPL,Nepal,2013,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q422969,Sushil Koirala,790,NPL,Nepal,2014,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Q3195923,Khadga Prasad Sharma Oli,790,NPL,Nepal,2015,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q1373905,Thawan Thamrongnawasawat,800,THA,Thailand,1946,1947,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
Q152777,Plaek Pibulsongkram,800,THA,Thailand,1947,1957,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0
Q982335,Pote Sarasin,800,THA,Thailand,1957,1957,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
Q439990,Thanon Kittakachorn,800,THA,Thailand,1957,1958,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
Q975621,Sarit,800,THA,Thailand,1958,1963,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
Q439990,Thanon Kittakachorn,800,THA,Thailand,1963,1973,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
Q974619,Sanya,800,THA,Thailand,1973,1975,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Q714042,Seni Pramoj,800,THA,Thailand,1975,1975,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Q959588,Kukrot Pramoj,800,THA,Thailand,1975,1976,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Q714042,Seni Pramoj,800,THA,Thailand,1976,1976,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
Q74861,Thanin Kraivichien,800,THA,Thailand,1976,1977,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
Q561177,Kriangsak,800,THA,Thailand,1977,1980,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0
Q379827,Prem,800,THA,Thailand,1980,1988,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q701841,Choonhavan,800,THA,Thailand,1988,1991,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Q485702,Panyarachun,800,THA,Thailand,1991,1992,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Q959614,Kraprayoon,800,THA,Thailand,1992,1992,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Q485702,Panyarachun,800,THA,Thailand,1992,1992,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Q464301,Leekpai,800,THA,Thailand,1992,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1068511,Chavalit Yongchaiyudh,800,THA,Thailand,1996,1997,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Q464301,Leekpai,800,THA,Thailand,1997,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q164373,Thaksin Shinawatra,800,THA,Thailand,2001,2006,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Q298079,Chulanont,800,THA,Thailand,2006,2008,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Q298088,Wongsawat,800,THA,Thailand,2008,2008,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Q529433,Chanweerakul,800,THA,Thailand,2008,2008,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Q57670,Yingluck Shinawatra,800,THA,Thailand,2011,2014,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Q16140300,Niwattumrong Boonsongpaisan,800,THA,Thailand,2014,2014,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
Q2108126,Prayuth Chan-ocha,800,THA,Thailand,2014,2015,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0
Q160318,Sihanouk,811,KHM,Cambodia,1953,1970,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0
Q313400,Lon Nol,811,KHM,Cambodia,1970,1975,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
Q39464,Pol Pot,811,KHM,Cambodia,1975,1979,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0
Q379197,Heng Samrin,811,KHM,Cambodia,1979,1985,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
Q57788,Hun Sen,811,KHM,Cambodia,1985,1993,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0
Q381817,Ranariddh,811,KHM,Cambodia,1993,1997,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
Q57788,Hun Sen,811,KHM,Cambodia,1997,2015,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0
Q469498,Souvanna Phouma,812,LAO,Laos,1951,1954,,,0,1,0,1,1,0,1,1,0,0,0,0,1,
Q1736960,Katay Don Sasorith,812,LAO,Laos,1954,1956,,,0,1,0,1,1,0,0,0,0,0,0,0,0,
Q469498,Souvanna Phouma,812,LAO,Laos,1956,1958,,,0,1,0,1,1,0,1,1,0,0,0,0,1,
Q2300705,Somsanith,812,LAO,Laos,1960,1960,,,0,1,1,1,1,0,0,0,0,0,0,0,0,
Q469498,Souvanna Phouma,812,LAO,Laos,1960,1960,,,0,1,1,1,1,0,1,1,0,0,0,0,1,
Q2196351,Boun Oum,812,LAO,Laos,1960,1962,,,0,1,1,1,1,0,0,0,0,0,0,0,1,
Q469498,Souvanna Phouma,812,LAO,Laos,1962,1964,,,0,1,0,1,1,0,1,1,0,0,0,0,1,
Q6434680,Kouprasith,812,LAO,Laos,1964,1964,,,0,1,0,1,1,0,0,0,0,0,0,0,0,
Q469498,Souvanna Phouma,812,LAO,Laos,1964,1975,,,0,1,0,1,1,0,1,1,0,0,0,0,1,
Q57444,Sayasone,812,LAO,Laos,2006,2015,,,0,1,0,1,0,1,0,1,0,0,0,0,0,
Q36014,Ho Chi Minh,816,VNM,Vietnam,1945,1969,,,0,0,0,1,0,0,1,1,1,0,1,1,1,
Q466001,Le Duan,816,VNM,Vietnam,1969,1986,,,0,0,0,1,0,0,1,0,1,0,0,0,0,
Q545539,Truong Chinh,816,VNM,Vietnam,1986,1986,,,0,0,0,1,0,0,0,0,0,0,0,0,0,
Q739795,Nguyen Van Linh,816,VNM,Vietnam,1986,1991,,,0,0,0,1,0,0,0,1,0,0,0,0,0,
Q342600,Do Muoi,816,VNM,Vietnam,1991,1997,,,0,0,0,1,0,0,0,0,1,0,0,0,0,
Q192502,Ngo Dinh Diem,817,VNM,Vietnam,1954,1963,,,1,1,0,1,0,0,0,1,0,0,1,0,0,
Q434419,Minh,817,VNM,Vietnam,1963,1964,,,0,1,1,1,0,0,0,0,0,0,0,0,1,
Q504362,Khanh,817,VNM,Vietnam,1964,1964,,,0,1,1,1,0,0,0,0,0,0,0,0,0,
Q504362,Khahn,817,VNM,Vietnam,1965,1965,,,0,1,1,1,0,0,0,0,0,0,0,0,0,
Q313707,Van Thieu,817,VNM,Vietnam,1965,1975,,,0,1,1,1,0,0,0,0,0,0,0,0,0,
Q434419,Minh,817,VNM,Vietnam,1975,1975,,,0,1,1,1,0,0,0,0,0,0,0,0,1,
Q296317,Rahman,820,MYS,Malaysia,1957,1959,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
Q2821422,Razak,820,MYS,Malaysia,1959,1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q296317,Rahman,820,MYS,Malaysia,1959,1970,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
Q2821422,Razak,820,MYS,Malaysia,1970,1976,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Q529391,Hussein Bin Onn,820,MYS,Malaysia,1976,1981,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Q181383,Mahatir Bin Mohammad,820,MYS,Malaysia,1981,2003,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0
Q272588,Ahmad Badawi,820,MYS,Malaysia,2003,2009,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Q57675,Najib Tun Razak,820,MYS,Malaysia,2009,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q131248,Lee Kuan Yew,830,SGP,Singapore,1959,1990,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Q313300,Goh Chok Tong,830,SGP,Singapore,1990,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Q57643,Lee Hsien Loong,830,SGP,Singapore,2004,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Q57327,Hassanal Bolkiah,835,UNK,COW-835,1967,2015,,,1,,,,,,0,1,0,1,0,0,0,
Q223419,Roxas,840,PHL,Philippines,1946,1948,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Q319943,Quirrino,840,PHL,Philippines,1948,1953,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0
Q117096,Magsaysay,840,PHL,Philippines,1953,1957,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Q319939,Garcia,840,PHL,Philippines,1957,1961,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Q312539,Macapagal,840,PHL,Philippines,1961,1965,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Q1463,Marcos,840,PHL,Philippines,1965,1986,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0
Q1480,Aquino,840,PHL,Philippines,1986,1992,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0
Q212733,Estrada,840,PHL,Philippines,1998,2001,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Q1464,Benigno Aquino III,840,PHL,Philippines,2010,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q76127,Sukarno,850,IDN,Indonesia,1945,1948,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0
Q735519,Louis Beel,850,IDN,Indonesia,1948,1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q76127,Sukarno,850,IDN,Indonesia,1949,1966,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0
Q44819,Suharto,850,IDN,Indonesia,1966,1998,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0
Q76179,Megawati Sukarnoputri,850,IDN,Indonesia,2001,2004,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Q57405,Bambang Yudhoyono,850,IDN,Indonesia,2004,2014,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Q3318231,Joko Widodo,850,IDN,Indonesia,2014,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Q459146,Forde,900,AUS,Australia,1945,1945,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Q23379,Chifley,900,AUS,Australia,1945,1949,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Q214438,Menzies,900,AUS,Australia,1949,1966,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0
Q312722,Holt,900,AUS,Australia,1966,1967,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Q23386,McEwen,900,AUS,Australia,1967,1968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q356411,Gorton,900,AUS,Australia,1968,1971,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q356261,McMahon,900,AUS,Australia,1971,1972,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q23333,Whitlam,900,AUS,Australia,1972,1975,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Q315979,Fraser,900,AUS,Australia,1975,1983,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q269372,Hawke,900,AUS,Australia,1983,1991,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Q51330,Howard,900,AUS,Australia,1996,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q927550,Malcolm Turnbull,900,AUS,Australia,2015,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q316264,Somare,910,PNG,Papua New Guinea,1975,1980,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Q316264,Somare,910,PNG,Papua New Guinea,1982,1985,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Q2003366,Namaliu,910,PNG,Papua New Guinea,1988,1992,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Q1381425,Morauta,910,PNG,Papua New Guinea,1999,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q316264,Somare,910,PNG,Papua New Guinea,2002,2011,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Q1390488,Holland,920,NZL,New Zealand,1949,1957,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q637012,Holyoake,920,NZL,New Zealand,1957,1957,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q721770,Nash,920,NZL,New Zealand,1957,1960,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Q637012,Holyoake,920,NZL,New Zealand,1960,1972,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q284733,Marshall,920,NZL,New Zealand,1972,1972,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Q1237120,Kirk,920,NZL,New Zealand,1972,1974,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q862430,Rowling,920,NZL,New Zealand,1974,1975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q737739,Muldoon,920,NZL,New Zealand,1975,1984,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Q367589,Lange,920,NZL,New Zealand,1984,1989,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
Q415745,Moore,920,NZL,New Zealand,1990,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q139785,Bolger,920,NZL,New Zealand,1990,1997,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Q235996,Jenny Shipley,920,NZL,New Zealand,1997,1999,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Q180383,Helen Clark,920,NZL,New Zealand,1999,2008,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Q57783,John Key,920,NZL,New Zealand,2008,2015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Q469507,Mara,950,FJI,Fiji,1970,1987,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Q2097052,Bavadra,950,FJI,Fiji,1987,1987,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Q981549,Rabuka,950,FJI,Fiji,1987,1987,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Q469507,Mara,950,FJI,Fiji,1987,1992,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Q981549,Rabuka,950,FJI,Fiji,1992,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q316317,Ratu Josefa Iloilo,950,FJI,Fiji,2000,2000,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Q57830,Bainimarama,950,FJI,Fiji,2000,2000,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Q473214,Laisenia Qarase,950,FJI,Fiji,2000,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q1374014,Senilagakali,950,FJI,Fiji,2006,2007,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Q1109,Kim Il-sung,731,PRK,North Korea,1948,1994,,,,1,0,1,1,1,,1,1,1,1,1,1,
Q5765,Kim Jong-il,731,PRK,North Korea,1994,2011,,,,1,0,1,1,1,,1,1,1,1,1,0,
Q203633,Ceausescu,360,ROU,Romania,1967,1989,0,0,,1,0,1,0,1,,1,1,0,1,1,1,0
Q5621,Idi Amin,500,UGA,Uganda,1971,1979,0,0,,1,1,1,1,0,,1,0,0,0,0,0,0
Q191543,Bokassa,482,CAF,Central African Republic,1966,1979,0,0,,1,1,0,1,1,,1,0,0,1,0,0,0
Q16220,Francois Duvalier,41,HTI,Haiti,1957,1971,0,0,,1,0,1,1,1,,1,1,0,0,1,1,0
Q314812,Jean-Claude Duvalier,41,HTI,Haiti,1971,1986,0,0,,1,0,1,1,1,,0,0,0,0,0,1,0
Q192927,Trujillo,42,DOM,Dominican Republic,1946,1961,0,0,,1,0,1,1,1,,1,1,0,0,1,0,0
Q29179,Franco,230,ESP,Spain,1946,1975,1,0,,1,1,0,0,1,,1,1,0,1,1,0,0
Q37040,Salazar,235,PRT,Portugal,1946,1968,0,0,,1,0,1,0,1,,0,1,0,1,1,0,0
Q58422,Hoxha,339,ALB,Albania,1946,1985,0,0,,1,0,1,1,1,,1,1,0,1,1,0,0
Q4534,Stalin,365,RUS,Russia,1946,1953,0,0,,1,0,1,1,1,,1,1,0,1,1,0,0
Q47272,Khrushchev,365,RUS,Russia,1953,1964,0,0,,1,0,1,1,1,,0,1,0,0,1,0,0
Q4076,Brezhnev,365,RUS,Russia,1964,1982,0,0,,1,0,1,1,1,,1,1,0,0,1,0,0
Q16213,Fidel Castro,40,CUB,Cuba,1959,2008,0,0,,0,0,1,1,1,,1,0,0,1,0,1,0
Q165292,Raul Castro,40,CUB,Cuba,2008,2015,0,0,,0,0,0,1,1,,0,0,0,0,0,1,0
Q57583,Hafez al-Assad,652,SYR,Syria,1971,2000,0,0,,1,0,1,1,1,,1,1,0,0,1,1,0
Q168751,Mengistu,530,ETH,Ethiopia,1977,1991,0,0,,1,1,1,1,1,,0,0,0,0,0,0,0
