obsid,leadid,ccode,idacr,leader,startdate,enddate,entry,exit,exitcode,gender,yrborn,yrdied,dbpedia_clean,fties,ftcur,start_year,end_year
LAT-2000,8222304e-1e42-11e4-b4cd-db5882bf8def,367,LAT,Berzins,2000-05-05,2002-11-07,Regular,Regular,Regular,M,1951,-777,http://dbpedia.org/resource/Andris_B-25C4-2593rzi-25C5-2586-25C5-25A1,NA,NA,2000,2002
LAT-2002,8222304f-1e42-11e4-b4cd-db5882bf8def,367,LAT,Repse,2002-11-07,2004-03-09,Regular,Regular,Regular,M,1961,-777,,NA,NA,2002,2004
LAT-2004-1,82223050-1e42-11e4-b4cd-db5882bf8def,367,LAT,Indulis Emsis,2004-03-09,2004-12-02,Regular,Regular,Regular,M,1952,-777,,NA,NA,2004,2004
LAT-2004-2,82223051-1e42-11e4-b4cd-db5882bf8def,367,LAT,Aigars Kalvitis,2004-12-02,2007-12-20,Regular,Regular,Regular,M,1966,-777,,NA,NA,2004,2007
LAT-2007,8221ceaa-1e42-11e4-b4cd-db5882bf8def,367,LAT,Godmanis,2007-12-20,2009-03-12,Regular,Regular,Regular,M,1951,-777,,NA,NA,2007,2009
LAT-2009,8252d480-1e42-11e4-b4cd-db5882bf8def,367,LAT,Dombrovskis,2009-03-12,2014-01-22,Regular,Regular,Regular,M,1971,-777,,NA,NA,2009,2014
LAT-2014,2b3a05b4-3481-11e4-8dba-bbcd9ed46413,367,LAT,Lamdota Straujuma,2014-01-22,2014-12-31,Regular,Still in Office,Still in Office,F,1951,-777,,NA,NA,2014,2014
LIT-1990,82226124-1e42-11e4-b4cd-db5882bf8def,368,LIT,Landsbergis,1990-03-11,1992-11-25,Regular,Regular,Regular,M,1931,-777,,NA,NA,1990,1992
LIT-1992,82226125-1e42-11e4-b4cd-db5882bf8def,368,LIT,Brazauskas,1992-11-25,1998-02-25,Regular,Regular,Regular,M,1932,2010,,NA,NA,1992,1998
LIT-1998,82226126-1e42-11e4-b4cd-db5882bf8def,368,LIT,Adamkus,1998-02-26,2003-02-25,Regular,Regular,Regular,M,1926,-777,http://dbpedia.org/resource/Valdas_Adamkus,NA,NA,1998,2003
LIT-2003,82229200-1e42-11e4-b4cd-db5882bf8def,368,LIT,Paksas,2003-02-26,2004-04-06,Regular,Regular,Regular,M,1956,-777,http://dbpedia.org/resource/Rolandas_Paksas,NA,NA,2003,2004
LIT-2004-1,8222c2d4-1e42-11e4-b4cd-db5882bf8def,368,LIT,Paulauskas,2004-04-06,2004-07-12,Regular,Regular,Regular,M,1953,-777,,NA,NA,2004,2004
LIT-2004-2,82226126-1e42-11e4-b4cd-db5882bf8def,368,LIT,Adamkus,2004-07-12,2009-07-12,Regular,Regular,Regular,M,1953,-777,,NA,NA,2004,2009
LIT-2009,8252d481-1e42-11e4-b4cd-db5882bf8def,368,LIT,Grybauskaite,2009-07-12,2015-12-31,Regular,Still in Office,Still in Office,F,1956,-777,,NA,NA,2009,2015
UKR-1990,8222c2d5-1e42-11e4-b4cd-db5882bf8def,369,UKR,Kravchuk,1990-07-18,1994-07-19,Regular,Regular,Regular,M,1934,-777,http://dbpedia.org/resource/Leonid_Kravchuk,NA,NA,1990,1994
UKR-1994,8222f3a8-1e42-11e4-b4cd-db5882bf8def,369,UKR,Kuchma,1994-07-19,2005-01-23,Regular,Regular,Regular,M,1938,-777,http://dbpedia.org/resource/Leonid_Kuchma,NA,NA,1994,2005
UKR-2005,8252d482-1e42-11e4-b4cd-db5882bf8def,369,UKR,Yushchenko,2005-01-23,2010-02-25,Regular,Regular,Regular,M,1954,-777,,NA,NA,2005,2010
UKR-2010,8252d483-1e42-11e4-b4cd-db5882bf8def,369,UKR,Yanukovych,2010-02-25,2014-02-22,Regular,Regular,Regular,M,1950,-777,,NA,NA,2010,2014
UKR-2014-1,43f81004-de6a-11e5-ba44-bb6d7c1a9a58,369,UKR,Oleksandr Turchynov,2014-02-23,2014-06-07,Regular,Regular,Regular,M,1964,-777,,NA,NA,2014,2014
UKR-2014-2,43f81005-de6a-11e5-ba44-bb6d7c1a9a58,369,UKR,Petro Poroshenko,2014-06-07,2015-12-31,Regular,Still in Office,Still in Office,M,1965,-777,,NA,NA,2014,2015
BLR-1991,8222f3a9-1e42-11e4-b4cd-db5882bf8def,370,BLR,Shushkevich,1991-09-18,1994-01-26,Regular,Regular,Regular,M,1934,-777,,NA,NA,1991,1994
BLR-1994-1,8223247c-1e42-11e4-b4cd-db5882bf8def,370,BLR,Kuznyatsu,1994-01-26,1994-01-28,Regular,Regular,Regular,M,1947,-777,http://dbpedia.org/resource/Vyacheslau_Kuznyetsov,NA,NA,1994,1994
BLR-1994-2,8223247d-1e42-11e4-b4cd-db5882bf8def,370,BLR,Hryb,1994-01-28,1994-07-20,Regular,Regular,Regular,M,1938,-777,,NA,NA,1994,1994
BLR-1994-3,82235550-1e42-11e4-b4cd-db5882bf8def,370,BLR,Lukashenko,1994-07-20,2015-12-31,Regular,Still in Office,Still in Office,M,1954,-777,http://dbpedia.org/resource/Alexander_Lukashenko,NA,NA,1994,2015
ARM-1991,82235551-1e42-11e4-b4cd-db5882bf8def,371,ARM,Ter-Petrosyan,1991-10-16,1998-02-03,Regular,Regular,Regular,M,1945,-777,,NA,NA,1991,1998
ARM-1998,82235552-1e42-11e4-b4cd-db5882bf8def,371,ARM,Kocharian,1998-02-04,2008-04-09,Regular,Regular,Regular,M,1954,-777,http://dbpedia.org/resource/Robert_Kocharyan,NA,NA,1998,2008
ARM-2008,82530552-1e42-11e4-b4cd-db5882bf8def,371,ARM,Sarkisyan,2008-04-09,2015-12-31,Regular,Still in Office,Still in Office,M,1954,-777,,NA,NA,2008,2015
GRG-1991,82235553-1e42-11e4-b4cd-db5882bf8def,372,GRG,Gamsakhurdia,1991-04-12,1992-01-06,Regular,Irregular,"Removed by Rebels, without Foreign Support",M,1939,1993,http://dbpedia.org/resource/Zviad_Gamsakhurdia,NA,NA,1991,1992
GRG-1992-1,82235554-1e42-11e4-b4cd-db5882bf8def,372,GRG,Ioseliani,1992-01-06,1992-03-10,Irregular,Regular,Regular,M,1926,2003,,NA,NA,1992,1992
GRG-1992-2,82238624-1e42-11e4-b4cd-db5882bf8def,372,GRG,Shevardnadze,1992-03-10,2003-11-23,Regular,Irregular,"Popular Protest, without Foreign Support",M,1928,-777,http://dbpedia.org/resource/Eduard_Shevardnadze,NA,NA,1992,2003
GRG-2003,82238625-1e42-11e4-b4cd-db5882bf8def,372,GRG,Burdjanadze,2003-11-23,2004-01-25,Regular,Regular,Regular,F,1964,-777,http://dbpedia.org/resource/Nino_Burjanadze,NA,NA,2003,2004
GRG-2004,82238626-1e42-11e4-b4cd-db5882bf8def,372,GRG,Saakashvili,2004-01-25,2007-11-25,Regular,Irregular,"Popular Protest, without Foreign Support",M,1967,-777,http://dbpedia.org/resource/Mikheil_Saakashvili,NA,NA,2004,2007
GRG-2007,1977c768-3bbd-11e5-afeb-eb6f07f9fec7,372,GRG,Burdzhanadze,2007-11-25,2008-01-20,Regular,Regular,Regular,M,1964,-777,,NA,NA,2007,2008
GRG-2008,82238626-1e42-11e4-b4cd-db5882bf8def,372,GRG,Saakashvili,2008-01-20,2013-11-17,Regular,Regular,Regular,M,1967,-777,,NA,NA,2008,2013
GRG-2013,2b3a05b5-3481-11e4-8dba-bbcd9ed46413,372,GRG,Margvelashvili,2013-11-17,2015-12-31,Regular,Still in Office,Still in Office,M,1969,-777,,NA,NA,2013,2015
AZE-1991,82238627-1e42-11e4-b4cd-db5882bf8def,373,AZE,Mutalibov,1991-09-08,1992-03-06,Regular,Regular,Regular,M,1938,-777,http://dbpedia.org/resource/Ayaz_M-25C3-25BCtallibov,NA,NA,1991,1992
AZE-1992-1,8223b6f8-1e42-11e4-b4cd-db5882bf8def,373,AZE,Mamedov,1992-03-06,1992-05-14,Regular,Regular,Regular,M,1941,-777,,NA,NA,1992,1992
AZE-1992-2,82238627-1e42-11e4-b4cd-db5882bf8def,373,AZE,Mutalibov,1992-05-14,1992-05-18,Regular,Irregular,"Popular Protest, without Foreign Support",M,1938,-777,http://dbpedia.org/resource/Ayaz_M-25C3-25BCtallibov,NA,NA,1992,1992
AZE-1992-3,8223b6f9-1e42-11e4-b4cd-db5882bf8def,373,AZE,Gambarov,1992-05-19,1992-06-16,Irregular,Regular,Regular,M,1957,-777,,NA,NA,1992,1992
AZE-1992-4,8223e7cc-1e42-11e4-b4cd-db5882bf8def,373,AZE,Abulfaz Elchibey,1992-06-16,1993-06-18,Irregular,Irregular,"Removed by Rebels, without Foreign Support",M,1938,2000,http://dbpedia.org/resource/Ab-25C3-25BClfaz_El-25C3-25A7ibay,NA,NA,1992,1993
AZE-1993,8223e7cd-1e42-11e4-b4cd-db5882bf8def,373,AZE,H. Aliyev,1993-06-24,2003-08-04,Regular,Retired Due to Ill Health,Regular,M,1923,2003,http://dbpedia.org/resource/Heydar_Aliyev,Father of Ilhma Aliyev%8223e7ce-1e42-11e4-b4cd-db5882bf8def,0,1993,2003
AZE-2003,8223e7ce-1e42-11e4-b4cd-db5882bf8def,373,AZE,Ilhma Aliyev,2003-08-04,2015-12-31,Regular,Still in Office,Still in Office,M,1961,-777,http://dbpedia.org/resource/Ilham_Aliyev,Son of H. Aliyev%8223e7cd-1e42-11e4-b4cd-db5882bf8def,NA,2003,2015
FIN-1946,8224ab27-1e42-11e4-b4cd-db5882bf8def,375,FIN,Paasikivi,1946-03-09,1956-02-29,Regular,Regular,Regular,M,1879,1956,http://dbpedia.org/resource/Juho_Kusti_Paasikivi,NA,NA,1946,1956
FIN-1956,8224ab28-1e42-11e4-b4cd-db5882bf8def,375,FIN,Kekkonen,1956-03-01,1981-09-11,Regular,Retired Due to Ill Health,Regular,M,1900,1986,http://dbpedia.org/resource/Urho_Kekkonen,NA,NA,1956,1981
FIN-1981,8224ab29-1e42-11e4-b4cd-db5882bf8def,375,FIN,Koivisto,1981-09-11,1994-03-01,Regular,Regular,Regular,M,1923,-777,http://dbpedia.org/resource/Mauno_Koivisto,NA,NA,1981,1994
FIN-1994,8224ab2a-1e42-11e4-b4cd-db5882bf8def,375,FIN,Marthi Ahtisaari,1994-03-01,2000-03-01,Regular,Regular,Regular,M,1937,-777,http://dbpedia.org/resource/Martti_Ahtisaari,NA,NA,1994,2000
FIN-2000,8224dbfa-1e42-11e4-b4cd-db5882bf8def,375,FIN,Halonen,2000-03-01,2012-03-01,Regular,Regular,Regular,F,1943,-777,http://dbpedia.org/resource/Tarja_Halonen,NA,NA,2000,2012
FIN-2012,2b3a05b6-3481-11e4-8dba-bbcd9ed46413,375,FIN,Sauli Niinistö,2012-03-01,2015-12-31,Regular,Still in Office,Still in Office,M,1948,-777,,NA,NA,2012,2015
SWD-1946,82259f4e-1e42-11e4-b4cd-db5882bf8def,380,SWD,Erlander,1946-10-10,1969-10-09,Regular,Regular,Regular,M,1901,1985,http://dbpedia.org/resource/Tage_Erlander,NA,NA,1946,1969
SWD-1969,82259f4f-1e42-11e4-b4cd-db5882bf8def,380,SWD,Palme,1969-10-14,1976-09-20,Regular,Regular,Regular,M,1927,1986,http://dbpedia.org/resource/Olof_Palme,NA,NA,1969,1976
SWD-1976,8225d01e-1e42-11e4-b4cd-db5882bf8def,380,SWD,Falldin,1976-10-04,1978-10-18,Regular,Regular,Regular,M,1926,-777,http://dbpedia.org/resource/Thorbj-25C3-25B6rn_F-25C3-25A4lldin,NA,NA,1976,1978
SWD-1978,8225d01f-1e42-11e4-b4cd-db5882bf8def,380,SWD,Ullsten,1978-10-18,1979-10-09,Regular,Regular,Regular,M,1931,-777,http://dbpedia.org/resource/Ola_Ullsten,NA,NA,1978,1979
SWD-1979,8225d01e-1e42-11e4-b4cd-db5882bf8def,380,SWD,Falldin,1979-10-09,1982-10-07,Regular,Regular,Regular,M,1926,-777,http://dbpedia.org/resource/Thorbj-25C3-25B6rn_F-25C3-25A4lldin,NA,NA,1979,1982
SWD-1982,82259f4f-1e42-11e4-b4cd-db5882bf8def,380,SWD,Palme,1982-10-07,1986-02-28,Regular,Irregular,Assassination by Unsupported Individual,M,1927,1986,http://dbpedia.org/resource/Olof_Palme,NA,NA,1982,1986
SWD-1986,8225d020-1e42-11e4-b4cd-db5882bf8def,380,SWD,Carlsson,1986-03-12,1991-10-30,Regular,Regular,Regular,M,1934,-777,http://dbpedia.org/resource/Ingvar_Carlsson,NA,NA,1986,1991
SWD-1991,35debe98-3bbd-11e5-afeb-eb6f07f9fec7,380,SWD,Bildt,1991-10-30,1994-10-07,Regular,Regular,Regular,M,1949,-777,http://dbpedia.org/resource/Carl_Bildt,Direct ancestor (grandfather+) of Bildt%35debe98-3bbd-11e5-afeb-eb6f07f9fec7,1,1991,1994
SWD-1994,8225d020-1e42-11e4-b4cd-db5882bf8def,380,SWD,Carlsson,1994-10-07,1996-03-21,Regular,Regular,Regular,M,1934,-777,http://dbpedia.org/resource/Ingvar_Carlsson,NA,NA,1994,1996
SWD-1996,822600f2-1e42-11e4-b4cd-db5882bf8def,380,SWD,Persson,1996-03-21,2006-10-06,Regular,Regular,Regular,M,1949,-777,http://dbpedia.org/resource/G-25C3-25B6ran_Persson,NA,NA,1996,2006
SWD-2006,82530553-1e42-11e4-b4cd-db5882bf8def,380,SWD,Reinfeldt,2006-10-06,2014-10-03,Regular,Regular,Regular,M,1965,-777,,NA,NA,2006,2014
SWD-2014,149f0026-aae0-11e4-b3bc-29f2fa19767e,380,SWD,Stefan Löfven,2014-10-03,2015-12-31,Regular,Still in Office,Still in Office,M,1957,-777,,NA,NA,2014,2015
NOR-1945-1,822662a7-1e42-11e4-b4cd-db5882bf8def,385,NOR,Nygaardsvold,1945-05-07,1945-06-25,Regular,Regular,Regular,M,1879,1952,,NA,NA,1945,1945
NOR-1945-2,82269378-1e42-11e4-b4cd-db5882bf8def,385,NOR,Gerhardsen,1945-06-26,1951-11-13,Regular,Regular,Regular,M,1897,1987,http://dbpedia.org/resource/Einar_Gerhardsen,NA,NA,1945,1951
NOR-1951,82269379-1e42-11e4-b4cd-db5882bf8def,385,NOR,Torp,1951-11-13,1955-01-14,Regular,Regular,Regular,M,1893,1958,,NA,NA,1951,1955
NOR-1955,82269378-1e42-11e4-b4cd-db5882bf8def,385,NOR,Gerhardsen,1955-01-22,1963-08-23,Regular,Regular,Regular,M,1897,1987,http://dbpedia.org/resource/Einar_Gerhardsen,NA,NA,1955,1963
NOR-1963-1,8226937a-1e42-11e4-b4cd-db5882bf8def,385,NOR,Lyng,1963-08-27,1963-09-25,Regular,Regular,Regular,M,1905,1978,,NA,NA,1963,1963
NOR-1963-2,82269378-1e42-11e4-b4cd-db5882bf8def,385,NOR,Gerhardsen,1963-09-25,1965-10-12,Regular,Regular,Regular,M,1897,1987,http://dbpedia.org/resource/Einar_Gerhardsen,NA,NA,1963,1965
NOR-1965,8226937b-1e42-11e4-b4cd-db5882bf8def,385,NOR,Borten,1965-10-12,1971-03-16,Regular,Regular,Regular,M,1913,2005,http://dbpedia.org/resource/Per_Borten,NA,NA,1965,1971
NOR-1971,8226937c-1e42-11e4-b4cd-db5882bf8def,385,NOR,Bratteli,1971-03-16,1972-10-17,Regular,Regular,Regular,M,1910,1984,,NA,NA,1971,1972
NOR-1972,8226c44c-1e42-11e4-b4cd-db5882bf8def,385,NOR,Korvald,1972-10-17,1973-10-15,Regular,Regular,Regular,M,1916,2006,http://dbpedia.org/resource/Lars_Korvald,NA,NA,1972,1973
NOR-1973,8226937c-1e42-11e4-b4cd-db5882bf8def,385,NOR,Bratteli,1973-10-15,1976-01-09,Regular,Regular,Regular,M,1910,1984,,NA,NA,1973,1976
NOR-1976,8226c44d-1e42-11e4-b4cd-db5882bf8def,385,NOR,Nordli,1976-01-09,1981-02-04,Regular,Retired Due to Ill Health,Regular,M,1927,-777,http://dbpedia.org/resource/Odvar_Nordli,NA,NA,1976,1981
NOR-1981-1,8226c44e-1e42-11e4-b4cd-db5882bf8def,385,NOR,Brundtland,1981-02-04,1981-10-14,Regular,Regular,Regular,F,1939,-777,http://dbpedia.org/resource/Gro_Harlem_Brundtland,NA,NA,1981,1981
NOR-1981-2,8226c44f-1e42-11e4-b4cd-db5882bf8def,385,NOR,Willoch,1981-10-14,1986-05-09,Regular,Regular,Regular,M,1928,-777,http://dbpedia.org/resource/K-25C3-25A5re_Willoch,NA,NA,1981,1986
NOR-1986,8226c44e-1e42-11e4-b4cd-db5882bf8def,385,NOR,Brundtland,1986-05-09,1989-10-16,Regular,Regular,Regular,F,1939,-777,http://dbpedia.org/resource/Gro_Harlem_Brundtland,NA,NA,1986,1989
NOR-1989,8226c450-1e42-11e4-b4cd-db5882bf8def,385,NOR,Syse,1989-10-16,1990-11-03,Regular,Regular,Regular,M,1930,1997,http://dbpedia.org/resource/Jan_P._Syse,NA,NA,1989,1990
NOR-1990,8226c44e-1e42-11e4-b4cd-db5882bf8def,385,NOR,Brundtland,1990-11-03,1996-10-25,Regular,Regular,Regular,F,1939,-777,http://dbpedia.org/resource/Gro_Harlem_Brundtland,NA,NA,1990,1996
NOR-1996,8226f520-1e42-11e4-b4cd-db5882bf8def,385,NOR,Jagland,1996-10-25,1997-10-17,Regular,Regular,Regular,M,1950,-777,http://dbpedia.org/resource/Thorbj-25C3-25B8rn_Jagland,NA,NA,1996,1997
NOR-1997,8226f521-1e42-11e4-b4cd-db5882bf8def,385,NOR,Bondevik,1997-10-17,1998-08-30,Regular,Regular,Regular,M,1947,-777,http://dbpedia.org/resource/Kjell_Magne_Bondevik,NA,NA,1997,1998
NOR-1998-1,8226f522-1e42-11e4-b4cd-db5882bf8def,385,NOR,Lahnstein,1998-08-30,1998-09-23,Regular,Regular,Regular,M,1949,-777,,NA,NA,1998,1998
NOR-1998-2,8226f521-1e42-11e4-b4cd-db5882bf8def,385,NOR,Bondevik,1998-09-24,2000-03-17,Regular,Regular,Regular,M,1947,-777,http://dbpedia.org/resource/Kjell_Magne_Bondevik,NA,NA,1998,2000
NOR-2000,8226f523-1e42-11e4-b4cd-db5882bf8def,385,NOR,Stoltenberg,2000-03-17,2001-10-19,Regular,Regular,Regular,M,1959,-777,,NA,NA,2000,2001
NOR-2001,8226f521-1e42-11e4-b4cd-db5882bf8def,385,NOR,Bondevik,2001-10-19,2005-10-17,Regular,Regular,Regular,M,1947,-777,http://dbpedia.org/resource/Kjell_Magne_Bondevik,NA,NA,2001,2005
NOR-2005,8226f523-1e42-11e4-b4cd-db5882bf8def,385,NOR,Stoltenberg,2005-10-17,2013-10-16,Regular,Regular,Regular,M,1959,-777,,NA,NA,2005,2013
NOR-2013,2b3a05b7-3481-11e4-8dba-bbcd9ed46413,385,NOR,Solberg,2013-10-16,2015-12-31,Regular,Still in Office,Still in Office,F,1961,-777,,NA,NA,2013,2015
DEN-1945-1,35e74a18-3bbd-11e5-afeb-eb6f07f9fec7,390,DEN,Buhl,1945-05-05,1945-11-07,Regular,Regular,Regular,M,1881,1954,http://dbpedia.org/resource/Vilhelm_Buhl,NA,NA,1945,1945
DEN-1945-2,19781588-3bbd-11e5-afeb-eb6f07f9fec7,390,DEN,Kristensen,1945-11-08,1947-10-04,Regular,Regular,Regular,M,1880,1962,http://dbpedia.org/resource/Knud_Kristensen,NA,NA,1945,1947
DEN-1947,8227b872-1e42-11e4-b4cd-db5882bf8def,390,DEN,Hedtoft,1947-11-12,1950-10-25,Regular,Regular,Regular,M,1903,1955,http://dbpedia.org/resource/Hans_Hedtoft,NA,NA,1947,1950
DEN-1950,8227b873-1e42-11e4-b4cd-db5882bf8def,390,DEN,Eriksen,1950-10-28,1953-09-30,Regular,Regular,Regular,M,1902,1972,http://dbpedia.org/resource/Erik_Eriksen,NA,NA,1950,1953
DEN-1953,8227b872-1e42-11e4-b4cd-db5882bf8def,390,DEN,Hedtoft,1953-09-30,1955-01-29,Regular,Natural Death,Regular,M,1903,1955,http://dbpedia.org/resource/Hans_Hedtoft,NA,NA,1953,1955
DEN-1955,8227b874-1e42-11e4-b4cd-db5882bf8def,390,DEN,Hansen,1955-02-01,1960-02-19,Regular,Natural Death,Regular,M,1906,1960,http://dbpedia.org/resource/H._C._Hansen,NA,NA,1955,1960
DEN-1960,8227e944-1e42-11e4-b4cd-db5882bf8def,390,DEN,Kampmann,1960-02-19,1962-09-03,Regular,Retired Due to Ill Health,Regular,M,1910,1976,http://dbpedia.org/resource/Viggo_Kampmann,NA,NA,1960,1962
DEN-1962,8227e945-1e42-11e4-b4cd-db5882bf8def,390,DEN,Krag,1962-09-03,1968-02-18,Regular,Regular,Regular,M,1914,1978,http://dbpedia.org/resource/Jens_Otto_Krag,NA,NA,1962,1968
DEN-1968,8227e946-1e42-11e4-b4cd-db5882bf8def,390,DEN,Baunsgaard,1968-02-18,1971-10-06,Regular,Regular,Regular,M,1920,1989,http://dbpedia.org/resource/Hilmar_Baunsgaard,NA,NA,1968,1971
DEN-1971,8227e945-1e42-11e4-b4cd-db5882bf8def,390,DEN,Krag,1971-10-11,1972-10-03,Regular,Regular,Regular,M,1914,1978,http://dbpedia.org/resource/Jens_Otto_Krag,NA,NA,1971,1972
DEN-1972,8227e947-1e42-11e4-b4cd-db5882bf8def,390,DEN,Jorgensen,1972-10-05,1973-12-19,Regular,Regular,Regular,M,1923,-777,,NA,NA,1972,1973
DEN-1973,8227e948-1e42-11e4-b4cd-db5882bf8def,390,DEN,Hartling,1973-12-19,1975-01-29,Regular,Regular,Regular,M,1914,2000,http://dbpedia.org/resource/Poul_Hartling,NA,NA,1973,1975
DEN-1975,8227e947-1e42-11e4-b4cd-db5882bf8def,390,DEN,Jorgensen,1975-02-13,1982-09-10,Regular,Regular,Regular,M,1923,-777,,NA,NA,1975,1982
DEN-1982,82281a18-1e42-11e4-b4cd-db5882bf8def,390,DEN,Schluter,1982-09-10,1993-01-25,Regular,Regular,Regular,M,1929,-777,http://dbpedia.org/resource/Poul_Schl-25C3-25BCter,NA,NA,1982,1993
DEN-1993,82281a19-1e42-11e4-b4cd-db5882bf8def,390,DEN,Nyrup Rasmussen,1993-01-25,2001-11-27,Regular,Regular,Regular,M,1943,-777,http://dbpedia.org/resource/Poul_Nyrup_Rasmussen,NA,NA,1993,2001
DEN-2001,82281a1a-1e42-11e4-b4cd-db5882bf8def,390,DEN,Fogh Rasmussen,2001-11-27,2009-04-05,Regular,Regular,Regular,M,1953,-777,http://dbpedia.org/resource/Anders_Fogh_Rasmussen,NA,NA,2001,2009
DEN-2009,82530554-1e42-11e4-b4cd-db5882bf8def,390,DEN,Lars Løkke Rasmussen,2009-04-05,2011-10-03,Regular,Regular,Regular,M,1964,-777,,NA,NA,2009,2011
DEN-2011,82530555-1e42-11e4-b4cd-db5882bf8def,390,DEN,Thorning-Schmidt,2011-10-03,2015-06-28,Regular,Regular,Regular,F,1966,-777,,NA,NA,2011,2015
DEN-2015,43f81006-de6a-11e5-ba44-bb6d7c1a9a58,390,DEN,Lars Løkke Rasmussen,2015-06-28,2015-12-31,Regular,Still in Office,Still in Office,F,1964,-777,,NA,NA,2015,2015
ICE-1947,82284af6-1e42-11e4-b4cd-db5882bf8def,395,ICE,Stefansson,1947-02-03,1949-12-06,Regular,Regular,Regular,M,1894,1980,http://dbpedia.org/resource/Stef-25C3-25A1n_J-25C3-25B3hann_Stef-25C3-25A1nsson,NA,NA,1947,1949
ICE-1949,82281a1c-1e42-11e4-b4cd-db5882bf8def,395,ICE,Thors,1949-12-06,1950-03-14,Regular,Regular,Regular,M,1892,1964,http://dbpedia.org/resource/-25C3-2593lafur_Thors,NA,NA,1949,1950
ICE-1950,82284af7-1e42-11e4-b4cd-db5882bf8def,395,ICE,Steinthorsson,1950-03-14,1953-09-13,Regular,Regular,Regular,M,1893,1966,http://dbpedia.org/resource/Steingr-25C3-25ADmur_Stein-25C3-25BE-25C3-25B3rsson,NA,NA,1950,1953
ICE-1953,82281a1c-1e42-11e4-b4cd-db5882bf8def,395,ICE,Thors,1953-09-13,1956-07-21,Regular,Regular,Regular,M,1892,1964,http://dbpedia.org/resource/-25C3-2593lafur_Thors,NA,NA,1953,1956
ICE-1956,82284af8-1e42-11e4-b4cd-db5882bf8def,395,ICE,Jonasson,1956-07-21,1958-12-04,Regular,Regular,Regular,M,1896,1976,,Father of Hermannsson%8228ac9e-1e42-11e4-b4cd-db5882bf8def,0,1956,1958
ICE-1958,82284af9-1e42-11e4-b4cd-db5882bf8def,395,ICE,Jonsson,1958-12-23,1959-11-20,Regular,Regular,Regular,M,1902,1986,http://dbpedia.org/resource/Emil_J-25C3-25B3nsson,NA,NA,1958,1959
ICE-1959,82281a1c-1e42-11e4-b4cd-db5882bf8def,395,ICE,Thors,1959-11-20,1963-11-12,Regular,Retired Due to Ill Health,Regular,M,1892,1964,http://dbpedia.org/resource/-25C3-2593lafur_Thors,NA,NA,1959,1963
ICE-1963,82284afa-1e42-11e4-b4cd-db5882bf8def,395,ICE,Benediktsson,1963-11-14,1970-07-10,Regular,Natural Death,Regular,M,1908,1970,http://dbpedia.org/resource/Bjarni_Benediktsson,NA,NA,1963,1970
ICE-1970,82287bca-1e42-11e4-b4cd-db5882bf8def,395,ICE,Hafstein,1970-07-10,1971-07-14,Regular,Regular,Regular,M,1915,1980,http://dbpedia.org/resource/J-25C3-25B3hann_Hafstein,NA,NA,1970,1971
ICE-1971,82287bcb-1e42-11e4-b4cd-db5882bf8def,395,ICE,Johannesson,1971-07-14,1974-08-28,Regular,Regular,Regular,M,1913,1984,http://dbpedia.org/resource/-25C3-2593lafur_J-25C3-25B3hannesson,NA,NA,1971,1974
ICE-1974,82287bcc-1e42-11e4-b4cd-db5882bf8def,395,ICE,Hallgrimsson,1974-08-29,1978-08-31,Regular,Regular,Regular,M,1925,1990,http://dbpedia.org/resource/Geir_Hallgr-25C3-25ADmsson,NA,NA,1974,1978
ICE-1978,82287bcb-1e42-11e4-b4cd-db5882bf8def,395,ICE,Johannesson,1978-08-31,1979-10-15,Regular,Regular,Regular,M,1913,1984,http://dbpedia.org/resource/-25C3-2593lafur_J-25C3-25B3hannesson,NA,NA,1978,1979
ICE-1979,82287bcd-1e42-11e4-b4cd-db5882bf8def,395,ICE,Groendal,1979-10-15,1980-02-08,Regular,Regular,Regular,M,1924,2010,http://dbpedia.org/resource/Benedikt_Sigur-25C3-25B0sson_Gr-25C3-25B6ndal,NA,NA,1979,1980
ICE-1980,82287bce-1e42-11e4-b4cd-db5882bf8def,395,ICE,Thoroddsen,1980-02-08,1983-05-26,Regular,Regular,Regular,M,1910,1983,http://dbpedia.org/resource/Gunnar_Thoroddsen,NA,NA,1980,1983
ICE-1983,8228ac9e-1e42-11e4-b4cd-db5882bf8def,395,ICE,Hermannsson,1983-05-26,1987-07-08,Regular,Regular,Regular,M,1928,2010,http://dbpedia.org/resource/Steingr-25C3-25ADmur_Hermannsson,Son of Jonasson%82284af8-1e42-11e4-b4cd-db5882bf8def,1,1983,1987
ICE-1987,8228ac9f-1e42-11e4-b4cd-db5882bf8def,395,ICE,Palsson,1987-07-08,1988-09-28,Regular,Regular,Regular,M,1947,-777,http://dbpedia.org/resource/-25C3-259Eorsteinn_P-25C3-25A1lsson,NA,NA,1987,1988
ICE-1988,8228ac9e-1e42-11e4-b4cd-db5882bf8def,395,ICE,Hermannsson,1988-09-28,1991-04-30,Regular,Regular,Regular,M,1928,2010,http://dbpedia.org/resource/Steingr-25C3-25ADmur_Hermannsson,Son of Jonasson%82284af8-1e42-11e4-b4cd-db5882bf8def,1,1988,1991
ICE-1991,8228dd72-1e42-11e4-b4cd-db5882bf8def,395,ICE,Oddsson,1991-04-30,2004-09-15,Regular,Regular,Regular,M,1948,-777,http://dbpedia.org/resource/Dav-25C3-25AD-25C3-25B0_Oddsson,NA,NA,1991,2004
