obsid,leadid,ccode,idacr,leader,startdate,enddate,entry,exit,exitcode,gender,yrborn,yrdied,dbpedia_clean,fties,ftcur,start_year,end_year
SWZ-1954,820f1d1d-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Rubattel,1954-01-01,1954-12-31,Regular,Regular,Regular,M,1896,1961,,NA,NA,1954,1954
SWZ-1955,820f1d1c-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Petipierre,1955-01-01,1955-12-31,Regular,Regular,Regular,M,1899,1994,,NA,NA,1955,1955
SWZ-1956,820f1d1e-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Feldmann,1956-01-01,1956-12-31,Regular,Regular,Regular,M,1897,1958,,NA,NA,1956,1956
SWZ-1957,820f4dee-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Streuli,1957-01-01,1957-12-31,Regular,Regular,Regular,M,1892,1970,,NA,NA,1957,1957
SWZ-1958,820f4def-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Holenstein,1958-01-01,1958-12-31,Regular,Regular,Regular,M,1896,1962,,NA,NA,1958,1958
SWZ-1959,820f4df0-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Chaudet,1959-01-01,1959-12-31,Regular,Regular,Regular,M,1901,1977,,NA,NA,1959,1959
SWZ-1960,820f1d1c-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Petipierre,1960-01-01,1960-12-31,Regular,Regular,Regular,M,1899,1994,,NA,NA,1960,1960
SWZ-1961,820f4df1-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Friedrich,1961-01-01,1961-12-31,Regular,Regular,Regular,M,1899,1985,,NA,NA,1961,1961
SWZ-1962,820f4df0-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Chaudet,1962-01-01,1962-12-31,Regular,Regular,Regular,M,1901,1977,,NA,NA,1962,1962
SWZ-1963,820f4df2-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Spuhler,1963-01-01,1963-12-31,Regular,Regular,Regular,M,1902,1990,,NA,NA,1963,1963
SWZ-1964,820f7ecc-1e42-11e4-b4cd-db5882bf8def,225,SWZ,von Moos,1964-01-01,1964-12-31,Regular,Regular,Regular,M,1910,1990,,NA,NA,1964,1964
SWZ-1965,820f7ecd-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Tschudi,1965-01-01,1965-12-31,Regular,Regular,Regular,M,1923,2002,,NA,NA,1965,1965
SWZ-1966,820f7ece-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Schaffner,1966-01-01,1966-12-31,Regular,Regular,Regular,M,1908,2004,,NA,NA,1966,1966
SWZ-1967,820f7ecf-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Bonvin,1967-01-01,1967-12-31,Regular,Regular,Regular,M,1907,1982,,NA,NA,1967,1967
SWZ-1968,820f4df2-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Spuhler,1968-01-01,1968-12-31,Regular,Regular,Regular,M,1902,1990,,NA,NA,1968,1968
SWZ-1969,820f7ecc-1e42-11e4-b4cd-db5882bf8def,225,SWZ,von Moos,1969-01-01,1969-12-31,Regular,Regular,Regular,M,1910,1990,,NA,NA,1969,1969
SWZ-1970,820f7ecd-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Tschudi,1970-01-01,1970-12-31,Regular,Regular,Regular,M,1923,2002,,NA,NA,1970,1970
SWZ-1971,820f7ed0-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Gnagi,1971-01-01,1971-12-31,Regular,Regular,Regular,M,1917,1985,,NA,NA,1971,1971
SWZ-1972,43f5aea4-de6a-11e5-ba44-bb6d7c1a9a58,225,SWZ,Nello Celio,1972-01-01,1972-12-31,Regular,Regular,Regular,M,1914,1980,,NA,NA,1972,1972
SWZ-1973,820f7ecf-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Bonvin,1973-01-01,1973-12-31,Regular,Regular,Regular,M,1907,1982,,NA,NA,1973,1973
SWZ-1974,820fafa1-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Brugger,1974-01-01,1974-12-31,Regular,Regular,Regular,M,1914,1998,,NA,NA,1974,1974
SWZ-1975,820fafa2-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Graber,1975-01-01,1975-12-31,Regular,Regular,Regular,M,1908,2003,,NA,NA,1975,1975
SWZ-1976,820f7ed0-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Gnagi,1976-01-01,1976-12-31,Regular,Regular,Regular,M,1917,1985,,NA,NA,1976,1976
SWZ-1977,820fafa3-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Furgler,1977-01-01,1977-12-31,Regular,Regular,Regular,M,1924,2008,,NA,NA,1977,1977
SWZ-1978,820fafa4-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Ritschard,1978-01-01,1978-12-31,Regular,Regular,Regular,M,1918,1983,,NA,NA,1978,1978
SWZ-1979,820fe074-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Hurlimann,1979-01-01,1979-12-31,Regular,Regular,Regular,M,1918,1994,,NA,NA,1979,1979
SWZ-1980,820fe075-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Chevallaz,1980-01-01,1980-12-31,Regular,Regular,Regular,M,1915,2002,,NA,NA,1980,1980
SWZ-1981,820fafa3-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Furgler,1981-01-01,1981-12-31,Regular,Regular,Regular,M,1924,2008,,NA,NA,1981,1981
SWZ-1982,820fe076-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Honegger,1982-01-01,1982-12-31,Regular,Regular,Regular,M,1917,1999,,NA,NA,1982,1982
SWZ-1983,820fe077-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Aubert,1983-01-01,1983-12-31,Regular,Regular,Regular,M,1927,-777,,NA,NA,1983,1983
SWZ-1984,820fe078-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Schlumpf,1984-01-01,1984-12-31,Regular,Regular,Regular,M,1925,2012,,NA,NA,1984,1984
SWZ-1985,820fafa3-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Furgler,1985-01-01,1985-12-31,Regular,Regular,Regular,M,1924,-777,,NA,NA,1985,1985
SWZ-1986,82101148-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Egli,1986-01-01,1986-12-31,Regular,Regular,Regular,M,1924,-777,,NA,NA,1986,1986
SWZ-1987,820fe077-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Aubert,1987-01-01,1987-12-31,Regular,Regular,Regular,M,1927,-777,,NA,NA,1987,1987
SWZ-1988,82101149-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Stich,1988-01-01,1988-12-31,Regular,Regular,Regular,M,1927,2012,,NA,NA,1988,1988
SWZ-1989,8210114a-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Delamuraz,1989-01-01,1989-12-31,Regular,Regular,Regular,M,1936,1998,,NA,NA,1989,1989
SWZ-1990,8210114b-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Koller,1990-01-01,1990-12-31,Regular,Regular,Regular,M,1933,-777,,NA,NA,1990,1990
SWZ-1991,8210114c-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Cotti,1991-01-01,1991-12-31,Regular,Regular,Regular,M,1939,-777,,NA,NA,1991,1991
SWZ-1992,8210421c-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Felber,1992-01-01,1992-12-31,Regular,Regular,Regular,M,1933,-777,,NA,NA,1992,1992
SWZ-1993,8210421d-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Ogi,1993-01-01,1993-12-31,Regular,Regular,Regular,M,1942,-777,,NA,NA,1993,1993
SWZ-1994,82101149-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Stich,1994-01-01,1994-12-31,Regular,Regular,Regular,M,1927,2012,,NA,NA,1994,1994
SWZ-1995,8210421e-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Villiger,1995-01-01,1995-12-31,Regular,Regular,Regular,M,1941,-777,,NA,NA,1995,1995
SWZ-1996,8210114a-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Delamuraz,1996-01-01,1996-12-31,Regular,Regular,Regular,M,1936,1998,,NA,NA,1996,1996
SWZ-1997,8210114b-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Koller,1997-01-01,1997-12-31,Regular,Regular,Regular,M,1933,-777,,NA,NA,1997,1997
SWZ-1998,8210114c-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Cotti,1998-01-01,1998-12-31,Regular,Regular,Regular,M,1939,-777,,NA,NA,1998,1998
SWZ-1999,8210421f-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Dreifuss,1999-01-01,1999-12-31,Regular,Regular,Regular,F,1940,-777,,NA,NA,1999,1999
SWZ-2000,8210421d-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Ogi,2000-01-01,2000-12-31,Regular,Regular,Regular,M,1942,-777,,NA,NA,2000,2000
SWZ-2001,358af948-3bbd-11e5-afeb-eb6f07f9fec7,225,SWZ,Leuenberger,2001-01-01,2001-12-31,Regular,Regular,Regular,M,1946,-777,,NA,NA,2001,2001
SWZ-2002,8210421e-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Villiger,2002-01-01,2002-12-31,Regular,Regular,Regular,M,1941,-777,,NA,NA,2002,2002
SWZ-2003,358b2058-3bbd-11e5-afeb-eb6f07f9fec7,225,SWZ,Pascal Couchepin,2003-01-01,2003-12-31,Regular,Regular,Regular,M,1942,-777,,NA,NA,2003,2003
SWZ-2004,821072f0-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Joseph Deiss,2004-01-01,2004-12-31,Regular,Regular,Regular,M,1946,-777,,NA,NA,2004,2004
SWZ-2005,82514dd4-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Schmid,2005-01-01,2005-12-31,Regular,Regular,Regular,M,1947,-777,,NA,NA,2005,2005
SWZ-2006,358af948-3bbd-11e5-afeb-eb6f07f9fec7,225,SWZ,Leuenberger,2006-01-01,2006-12-31,Regular,Regular,Regular,M,1946,-777,,NA,NA,2006,2006
SWZ-2007,82514dd6-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Calmy-Rey,2007-01-01,2007-12-31,Regular,Regular,Regular,F,1945,-777,,NA,NA,2007,2007
SWZ-2008,358b2058-3bbd-11e5-afeb-eb6f07f9fec7,225,SWZ,Pascal Couchepin,2008-01-01,2008-12-31,Regular,Regular,Regular,M,1942,-777,,NA,NA,2008,2008
SWZ-2009,82514dd8-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Hans-Rudolf Merz,2009-01-01,2009-12-31,Regular,Regular,Regular,M,1942,-777,,NA,NA,2009,2009
SWZ-2010,82514dd9-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Doris Leuthard,2010-01-01,2010-12-31,Regular,Regular,Regular,F,1963,-777,,NA,NA,2010,2010
SWZ-2011,82514dd6-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Calmy-Rey,2011-01-01,2011-12-31,Regular,Regular,Regular,F,1945,-777,,NA,NA,2011,2011
SWZ-2012,2b37a456-3481-11e4-8dba-bbcd9ed46413,225,SWZ,Eveline Widmer-Schlumpf,2012-01-01,2012-12-31,Regular,Regular,Regular,F,1956,-777,,NA,NA,2012,2012
SWZ-2013,149e3ccd-aae0-11e4-b3bc-29f2fa19767e,225,SWZ,Ueli Maurer,2013-01-01,2013-12-31,Regular,Regular,Regular,M,1950,-777,,NA,NA,2013,2013
SWZ-2014,149e3cce-aae0-11e4-b3bc-29f2fa19767e,225,SWZ,Didier Burkhalter,2014-01-01,2014-12-31,Regular,Regular,Regular,M,1960,-777,,NA,NA,2014,2014
SWZ-2015,43f5aea5-de6a-11e5-ba44-bb6d7c1a9a58,225,SWZ,Simonetta Sommaruga,2015-01-01,2015-12-31,Regular,Still in Office,Still in Office,F,1960,-777,,NA,NA,2015,2015
SPN-1975-1,8211f99f-1e42-11e4-b4cd-db5882bf8def,230,SPN,Juan Carlos,1975-11-01,1975-11-08,Regular,Regular,Regular,M,1928,-777,,NA,NA,1975,1975
SPN-1975-2,82122a6e-1e42-11e4-b4cd-db5882bf8def,230,SPN,Arias Navarro,1975-11-09,1976-07-01,Regular,Regular,Regular,M,1908,1989,,NA,NA,1975,1976
SPN-1976,82122a6f-1e42-11e4-b4cd-db5882bf8def,230,SPN,Suarez Gonzalez,1976-07-01,1981-02-25,Regular,Regular,Regular,M,1932,-777,,NA,NA,1976,1981
SPN-1981,82122a70-1e42-11e4-b4cd-db5882bf8def,230,SPN,Calvo-Sotelo,1981-02-25,1982-12-02,Regular,Regular,Regular,M,1926,2008,,NA,NA,1981,1982
SPN-1982,82122a71-1e42-11e4-b4cd-db5882bf8def,230,SPN,Gonzalez Marquez,1982-12-02,1996-05-05,Regular,Regular,Regular,M,1942,-777,,NA,NA,1982,1996
SPN-1996,82122a72-1e42-11e4-b4cd-db5882bf8def,230,SPN,Aznar,1996-05-05,2004-04-17,Regular,Regular,Regular,M,1953,-777,http://dbpedia.org/resource/Jos-25C3-25A9_Mar-25C3-25ADa_Aznar,NA,NA,1996,2004
SPN-2004,82125b42-1e42-11e4-b4cd-db5882bf8def,230,SPN,Rodriguez Zapatero,2004-04-17,2011-12-20,Regular,Regular,Regular,M,1960,-777,,NA,NA,2004,2011
SPN-2011,82517ea8-1e42-11e4-b4cd-db5882bf8def,230,SPN,Rajoy Brey,2011-12-20,2015-12-31,Regular,Still in Office,Still in Office,M,1955,-777,,NA,NA,2011,2015
POR-1968,8212bcee-1e42-11e4-b4cd-db5882bf8def,235,POR,Caetano,1968-09-27,1974-04-25,Regular,Irregular,"Removed by Military, without Foreign Support",M,1906,1980,http://dbpedia.org/resource/Marcelo_Caetano,NA,NA,1968,1974
POR-1974-1,8212edbe-1e42-11e4-b4cd-db5882bf8def,235,POR,Spinola,1974-04-25,1974-09-30,Irregular,Regular,Regular,M,1910,1996,,NA,NA,1974,1974
POR-1974-2,8212edbf-1e42-11e4-b4cd-db5882bf8def,235,POR,Costa Gomes,1974-09-30,1976-07-23,Regular,Regular,Regular,M,1914,2001,,NA,NA,1974,1976
POR-1976,8212edc0-1e42-11e4-b4cd-db5882bf8def,235,POR,Eanes,1976-07-23,1986-03-09,Regular,Regular,Regular,M,1935,-777,,NA,NA,1976,1986
POR-1986,8212edc1-1e42-11e4-b4cd-db5882bf8def,235,POR,Soares,1986-03-09,1996-03-09,Regular,Regular,Regular,M,1924,-777,http://dbpedia.org/resource/M-25C3-25A1rio_Soares,NA,NA,1986,1996
POR-1996,8212edc2-1e42-11e4-b4cd-db5882bf8def,235,POR,Sampaio,1996-03-09,2006-03-09,Regular,Regular,Regular,M,1939,-777,,NA,NA,1996,2006
POR-2006,82517ea9-1e42-11e4-b4cd-db5882bf8def,235,POR,Cavaco Silva,2006-03-09,2015-12-31,Regular,Still in Office,Still in Office,M,1939,-777,,NA,NA,2006,2015
GMY-1945,8213e1ec-1e42-11e4-b4cd-db5882bf8def,255,GMY,Doenitz,1945-04-30,1945-05-23,Regular,Foreign,Removed through Threat of Foreign Force,M,1891,1980,http://dbpedia.org/resource/Karl_D-25C3-25B6nitz,NA,NA,1945,1945
GFR-1949,8213e1ed-1e42-11e4-b4cd-db5882bf8def,260,GFR,Adenauer,1949-09-16,1963-10-15,Regular,Regular,Regular,M,1876,1967,http://dbpedia.org/resource/Konrad_Adenauer,NA,NA,1949,1963
GFR-1963,8213e1ee-1e42-11e4-b4cd-db5882bf8def,260,GFR,Erhard,1963-10-16,1966-12-01,Regular,Regular,Regular,M,1897,1977,http://dbpedia.org/resource/Ludwig_Erhard,NA,NA,1963,1966
GFR-1966,821412c0-1e42-11e4-b4cd-db5882bf8def,260,GFR,Kiesinger,1966-12-01,1969-10-21,Regular,Regular,Regular,M,1904,1988,http://dbpedia.org/resource/Kurt_Georg_Kiesinger,NA,NA,1966,1969
GFR-1969,821412c1-1e42-11e4-b4cd-db5882bf8def,260,GFR,Brandt,1969-10-22,1974-05-06,Regular,Regular,Regular,M,1913,1992,http://dbpedia.org/resource/Willy_Brandt,NA,NA,1969,1974
GFR-1974,821412c2-1e42-11e4-b4cd-db5882bf8def,260,GFR,Schmidt,1974-05-16,1982-10-01,Regular,Regular,Regular,M,1918,-777,http://dbpedia.org/resource/Helmut_Schmidt,NA,NA,1974,1982
GFR-1982,82144394-1e42-11e4-b4cd-db5882bf8def,260,GFR,Kohl,1982-10-01,1998-10-27,Regular,Regular,Regular,M,1930,-777,http://dbpedia.org/resource/Helmut_Kohl,NA,NA,1982,1998
GFR-1998,82144395-1e42-11e4-b4cd-db5882bf8def,260,GFR,Schroder,1998-10-27,2005-11-22,Regular,Regular,Regular,M,1944,-777,http://dbpedia.org/resource/Gerhard_Schr-25C3-25B6der,NA,NA,1998,2005
GFR-2005,82517eaa-1e42-11e4-b4cd-db5882bf8def,260,GFR,Merkel,2005-11-22,2015-12-31,Regular,Still in Office,Still in Office,F,1954,-777,,NA,NA,2005,2015
GDR-1946,82144396-1e42-11e4-b4cd-db5882bf8def,265,GDR,Wilhelm Pieck,1946-04-22,1950-07-25,Irregular,Regular,Regular,M,1876,1960,http://dbpedia.org/resource/Wilhelm_Pieck,NA,NA,1946,1950
GDR-1950,82144397-1e42-11e4-b4cd-db5882bf8def,265,GDR,Ulbricht,1950-07-25,1971-05-03,Regular,Regular,Regular,M,1893,1973,http://dbpedia.org/resource/Walter_Ulbricht,NA,NA,1950,1971
GDR-1971,82144398-1e42-11e4-b4cd-db5882bf8def,265,GDR,Honecker,1971-05-03,1989-10-18,Regular,Regular,Regular,M,1912,1994,http://dbpedia.org/resource/Erich_Honecker,NA,NA,1971,1989
GDR-1989-1,82147468-1e42-11e4-b4cd-db5882bf8def,265,GDR,Krenz,1989-10-18,1989-12-03,Regular,Regular,Regular,M,1937,-777,http://dbpedia.org/resource/Egon_Krenz,NA,NA,1989,1989
GDR-1989-2,82147469-1e42-11e4-b4cd-db5882bf8def,265,GDR,Gysi,1989-12-09,1990-10-03,Regular,Foreign,"Irregular, Other",M,1948,-777,,NA,NA,1989,1990
POL-1956-1,8214a53f-1e42-11e4-b4cd-db5882bf8def,290,POL,Ochab,1956-03-20,1956-10-21,Regular,Regular,Regular,M,1906,1989,http://dbpedia.org/resource/Edward_Ochab,NA,NA,1956,1956
POL-1956-2,8214d610-1e42-11e4-b4cd-db5882bf8def,290,POL,Gomulka,1956-10-21,1970-12-20,Regular,Irregular,"Popular Protest, without Foreign Support",M,1905,1982,http://dbpedia.org/resource/W-25C5-2582adys-25C5-2582aw_Gomu-25C5-2582ka,NA,NA,1956,1970
POL-1970,8214d611-1e42-11e4-b4cd-db5882bf8def,290,POL,Gierek,1970-12-20,1980-09-06,Regular,Natural Death,Regular,M,1913,2001,http://dbpedia.org/resource/Edward_Gierek,NA,NA,1970,1980
POL-1980,821506e4-1e42-11e4-b4cd-db5882bf8def,290,POL,Kania,1980-09-06,1981-10-18,Regular,Regular,Regular,M,1927,-777,http://dbpedia.org/resource/Stanis-25C5-2582aw_Kania,NA,NA,1980,1981
POL-1981,821506e5-1e42-11e4-b4cd-db5882bf8def,290,POL,Jaruzelski,1981-10-18,1990-12-22,Regular,Regular,Regular,M,1923,-777,http://dbpedia.org/resource/Wojciech_Jaruzelski,NA,NA,1981,1990
POL-1990,821537c2-1e42-11e4-b4cd-db5882bf8def,290,POL,Walesa,1990-12-22,1995-12-23,Regular,Regular,Regular,M,1943,-777,http://dbpedia.org/resource/Lech_Wa-25C5-2582-25C4-2599sa,NA,NA,1990,1995
POL-1995,821537c3-1e42-11e4-b4cd-db5882bf8def,290,POL,Kwasniewski,1995-12-23,2005-12-23,Regular,Regular,Regular,M,1954,-777,http://dbpedia.org/resource/Aleksander_Kwa-25C5-259Bniewski,NA,NA,1995,2005
POL-2005,82517eab-1e42-11e4-b4cd-db5882bf8def,290,POL,Kaczynski,2005-12-23,2010-04-10,Regular,Natural Death,Regular,M,1949,2010,,NA,NA,2005,2010
POL-2010-1,82517eac-1e42-11e4-b4cd-db5882bf8def,290,POL,Komorowski,2010-04-10,2010-07-08,Regular,Regular,Regular,M,1952,-777,,NA,NA,2010,2010
POL-2010-2,82517ead-1e42-11e4-b4cd-db5882bf8def,290,POL,Borusewicz,2010-07-08,2010-07-08,Regular,Regular,Regular,M,1949,-777,,NA,NA,2010,2010
POL-2010-3,8251af7c-1e42-11e4-b4cd-db5882bf8def,290,POL,Schetyna,2010-07-08,2010-08-06,Regular,Regular,Regular,M,1963,-777,,NA,NA,2010,2010
POL-2010-4,82517eac-1e42-11e4-b4cd-db5882bf8def,290,POL,Komorowski,2010-08-06,2015-08-06,Regular,Regular,Regular,M,1952,-777,,NA,NA,2010,2015
AUS-1945-1,8215996a-1e42-11e4-b4cd-db5882bf8def,305,AUS,Renner,1945-04-29,1945-11-28,Irregular,Regular,Regular,M,1870,1950,http://dbpedia.org/resource/Karl_Renner,NA,NA,1945,1945
AUS-1945-2,82165cbb-1e42-11e4-b4cd-db5882bf8def,305,AUS,Figl,1945-11-28,1953-04-02,Regular,Regular,Regular,M,1902,1965,,NA,NA,1945,1953
AUS-1953,82165cbc-1e42-11e4-b4cd-db5882bf8def,305,AUS,Raab,1953-04-02,1961-04-11,Regular,Regular,Regular,M,1891,1964,,NA,NA,1953,1961
AUS-1961,82168d8e-1e42-11e4-b4cd-db5882bf8def,305,AUS,Gorbach,1961-04-11,1964-02-25,Regular,Regular,Regular,M,1898,1972,http://dbpedia.org/resource/Alfons_Gorbach,NA,NA,1961,1964
AUS-1964,82168d8f-1e42-11e4-b4cd-db5882bf8def,305,AUS,Klaus,1964-04-02,1970-03-03,Regular,Regular,Regular,M,1910,2001,http://dbpedia.org/resource/Josef_Klaus,NA,NA,1964,1970
AUS-1970,8216be62-1e42-11e4-b4cd-db5882bf8def,305,AUS,Kreisky,1970-04-20,1983-05-24,Regular,Regular,Regular,M,1911,1990,http://dbpedia.org/resource/Bruno_Kreisky,NA,NA,1970,1983
AUS-1983,8216be63-1e42-11e4-b4cd-db5882bf8def,305,AUS,Sinowatz,1983-05-24,1986-06-16,Regular,Regular,Regular,M,1929,-777,,NA,NA,1983,1986
AUS-1986,8216ef36-1e42-11e4-b4cd-db5882bf8def,305,AUS,Vranitzky,1986-06-16,1997-01-28,Regular,Regular,Regular,M,1937,-777,http://dbpedia.org/resource/Franz_Vranitzky,NA,NA,1986,1997
AUS-1997,8216ef37-1e42-11e4-b4cd-db5882bf8def,305,AUS,Klima,1997-01-28,2000-02-04,Regular,Regular,Regular,M,1947,-777,http://dbpedia.org/resource/Viktor_Klima,NA,NA,1997,2000
AUS-2000,8216ef38-1e42-11e4-b4cd-db5882bf8def,305,AUS,Schussel,2000-02-05,2007-01-11,Regular,Regular,Regular,M,1945,-777,http://dbpedia.org/resource/Wolfgang_Sch-25C3-25BCssel,NA,NA,2000,2007
AUS-2007,8251af7d-1e42-11e4-b4cd-db5882bf8def,305,AUS,Gusenbauer,2007-01-11,2008-12-02,Regular,Regular,Regular,M,1960,-777,,NA,NA,2007,2008
AUS-2008,8251af7e-1e42-11e4-b4cd-db5882bf8def,305,AUS,Faymann,2008-12-02,2015-12-31,Regular,Still in Office,Still in Office,M,1960,-777,,NA,NA,2008,2015
HUN-1945,82172018-1e42-11e4-b4cd-db5882bf8def,310,HUN,Rakoski,1945-01-15,1956-07-15,Irregular,Irregular,"Removed by Other Government Actors, without Foreign Support",M,1892,1971,http://dbpedia.org/resource/M-25C3-25A1ty-25C3-25A1s_R-25C3-25A1kosi,NA,NA,1945,1956
HUN-1956-1,821750e8-1e42-11e4-b4cd-db5882bf8def,310,HUN,Gero,1956-07-18,1956-10-25,Irregular,Irregular,"Popular Protest, without Foreign Support",M,1898,1980,,NA,NA,1956,1956
HUN-1956-2,821750e9-1e42-11e4-b4cd-db5882bf8def,310,HUN,Nagy,1956-10-25,1956-11-04,Irregular,Foreign,Removed through Threat of Foreign Force,M,1896,1958,http://dbpedia.org/resource/Imre_Nagy,NA,NA,1956,1956
HUN-1956-3,821750ea-1e42-11e4-b4cd-db5882bf8def,310,HUN,Kadar,1956-11-04,1988-05-22,Foreign Imposition,Regular,Regular,M,1912,1989,http://dbpedia.org/resource/J-25C3-25A1nos_K-25C3-25A1d-25C3-25A1r,NA,NA,1956,1988
HUN-1988,821750eb-1e42-11e4-b4cd-db5882bf8def,310,HUN,Grosz,1988-05-22,1989-10-07,Regular,Regular,Regular,M,1930,1996,http://dbpedia.org/resource/K-25C3-25A1roly_Gr-25C3-25B3sz,NA,NA,1988,1989
HUN-1989,821750ec-1e42-11e4-b4cd-db5882bf8def,310,HUN,Szuros,1989-10-18,1990-05-02,Regular,Regular,Regular,M,1933,-777,http://dbpedia.org/resource/M-25C3-25A1ty-25C3-25A1s_Sz-25C5-25B1r-25C3-25B6s,NA,NA,1989,1990
HUN-1990,821750ed-1e42-11e4-b4cd-db5882bf8def,310,HUN,Antall,1990-05-03,1993-12-12,Regular,Natural Death,Regular,M,1932,1993,http://dbpedia.org/resource/J-25C3-25B3zsef_Antall,NA,NA,1990,1993
HUN-1993,821781bc-1e42-11e4-b4cd-db5882bf8def,310,HUN,Boross,1993-12-12,1994-07-15,Regular,Regular,Regular,M,1928,-777,,NA,NA,1993,1994
HUN-1994,821781bd-1e42-11e4-b4cd-db5882bf8def,310,HUN,Horn,1994-07-15,1998-07-06,Regular,Regular,Regular,M,1932,-777,http://dbpedia.org/resource/Gyula_Horn,NA,NA,1994,1998
HUN-1998,821781be-1e42-11e4-b4cd-db5882bf8def,310,HUN,Orban,1998-07-06,2002-05-27,Regular,Regular,Regular,M,1963,-777,,NA,NA,1998,2002
HUN-2002,821781bf-1e42-11e4-b4cd-db5882bf8def,310,HUN,Peter Medgyessy,2002-05-27,2004-09-29,Regular,Regular,Regular,M,1942,-777,http://dbpedia.org/resource/P-25C3-25A9ter_Medgyessy,NA,NA,2002,2004
HUN-2004,821781c0-1e42-11e4-b4cd-db5882bf8def,310,HUN,Ferenc Gyurcsany,2004-09-29,2009-04-14,Regular,Regular,Regular,M,1961,-777,http://dbpedia.org/resource/Ferenc_Gyurcs-25C3-25A1ny,NA,NA,2004,2009
HUN-2009,8251af7f-1e42-11e4-b4cd-db5882bf8def,310,HUN,Bajnai,2009-04-14,2010-05-29,Regular,Regular,Regular,M,1968,-777,,NA,NA,2009,2010
HUN-2010,821781be-1e42-11e4-b4cd-db5882bf8def,310,HUN,Orban,2010-05-29,2015-12-31,Regular,Still in Office,Still in Office,M,1963,-777,,NA,NA,2010,2015
CZE-1945,8217b291-1e42-11e4-b4cd-db5882bf8def,315,CZE,Benes,1945-05-13,1948-06-07,Foreign Imposition,Regular,Regular,M,1884,1948,http://dbpedia.org/resource/Edvard_Bene-25C5-25A1,NA,NA,1945,1948
CZE-1948,8217b294-1e42-11e4-b4cd-db5882bf8def,315,CZE,Gottwald,1948-06-07,1953-03-14,Regular,Natural Death,Regular,M,1896,1953,http://dbpedia.org/resource/Klement_Gottwald,NA,NA,1948,1953
CZE-1953,8217b295-1e42-11e4-b4cd-db5882bf8def,315,CZE,Zapotocky,1953-03-21,1957-11-13,Regular,Natural Death,Regular,M,1884,1957,http://dbpedia.org/resource/Anton-25C3-25ADn_Z-25C3-25A1potock-25C3-25BD,NA,NA,1953,1957
CZE-1957,8217e364-1e42-11e4-b4cd-db5882bf8def,315,CZE,Novotny,1957-11-19,1968-01-05,Regular,Regular,Regular,M,1904,1975,http://dbpedia.org/resource/Anton-25C3-25ADn_Novotn-25C3-25BD,NA,NA,1957,1968
