qid,leader,ccode,start_year,end_year,v2clkill,v2x_ex_military,v2jupurge,v2psbars,v2csreprss,v2exrescon,v2xlg_legcon,v2x_regime,political_killings,military_executive,judicial_purges,party_barriers,civil_repression,const_disregard,no_leg_constraint,regime_type
Q177917,Nagy,310,1956,1956,-2.103,0.0,-1.106,-2.143,-3.049,0.65,0.082,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
Q155684,Horn,310,1994,1998,3.092,0.0,1.358,1.6220000000000003,2.733,1.366,0.851,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
Q57641,Orban,310,1998,2002,3.092,0.0,1.358,1.6220000000000003,2.733,1.366,0.835,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
Q57641,Orban,310,2010,2015,3.092,0.0,0.5473333333333333,2.3818333333333337,0.8868333333333333,0.775,0.6693333333333333,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
Q296054,Gottwald,315,1948,1953,-1.1763333333333332,0.09999999999999999,-0.918,-1.752,-2.0185,-1.5078333333333331,0.07266666666666666,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0
Q241131,Klaus,316,1993,1997,3.174,0.0,1.807,2.419,3.346,1.417,0.923,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q32777,Spidla,316,2002,2004,3.174,0.0,1.7216666666666667,2.419,3.346,1.417,0.92,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q348896,Stanislav Gross,316,2004,2005,3.174,0.0,1.551,2.419,3.346,1.417,0.92,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q471315,Parri,325,1945,1945,-0.382,0.0,-0.29,0.98,-1.245,0.569,0.321,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Q153832,de Gasperi,325,1945,1953,1.6589999999999998,0.0,0.5693333333333332,1.5444444444444445,1.1543333333333332,1.8287777777777778,0.8223333333333334,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Q320963,Pella,325,1953,1954,2.025,0.0,0.797,1.615,1.59,2.037,0.903,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Q273228,Fanfani,325,1954,1954,2.025,0.0,0.797,1.615,1.59,2.037,0.903,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Q367342,Scelba,325,1954,1955,2.025,0.0,0.797,1.615,1.59,2.037,0.903,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Q1240,Segni,325,1955,1957,2.025,0.0,0.797,1.615,1.59,2.037,0.903,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Q366104,Zoli,325,1957,1958,2.025,0.0,0.797,1.615,1.59,2.037,0.903,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Q273228,Fanfani,325,1958,1959,2.025,0.0,0.797,1.615,1.59,2.037,0.903,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Q1240,Segni,325,1959,1960,1.9325,0.0,0.797,2.143,1.471,2.037,0.903,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
Q314004,Tambroni,325,1960,1960,1.84,0.0,0.797,2.671,1.352,2.037,0.903,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
Q273228,Fanfani,325,1960,1963,2.08975,0.0,0.797,2.671,1.5305,2.037,0.903,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
Q1235,Leone,325,1963,1963,2.173,0.0,0.797,2.671,1.59,2.037,0.903,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
Q171834,Moro,325,1963,1968,2.173,0.0,0.797,2.671,1.5483333333333336,2.0369999999999995,0.9030000000000001,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
Q1235,Leone,325,1968,1968,2.173,0.0,0.797,2.671,1.34,2.037,0.903,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
Q316288,Rumor,325,1968,1970,2.173,0.0,0.797,2.671,1.2633333333333334,2.037,0.903,2.3333333333333335,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
Q312058,Colombo,325,1970,1972,2.219,0.0,0.797,2.671,1.11,2.037,0.903,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
Q50005,Andreotti,325,1972,1973,2.242,0.0,0.797,2.671,1.0225,2.037,0.903,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
Q316288,Rumor,325,1973,1974,2.242,0.0,0.797,2.671,0.935,2.037,0.903,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
Q171834,Moro,325,1974,1976,2.242,0.0,0.797,2.671,0.935,2.037,0.903,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
Q50005,Andreotti,325,1976,1979,2.242,0.0,0.797,2.671,0.935,2.037,0.903,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
Q1230,Cossiga,325,1979,1980,2.242,0.0,0.797,2.671,1.1495000000000002,2.037,0.903,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
Q434786,Forlani,325,1980,1981,2.242,0.0,0.797,2.671,1.364,2.037,0.903,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
Q332709,Spadolini,325,1981,1982,2.242,0.0,0.797,2.671,1.364,2.037,0.903,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
Q273228,Fanfani,325,1982,1983,2.242,0.0,0.797,2.671,1.364,2.037,0.903,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
Q192818,Craxi,325,1983,1987,2.242,0.0,0.797,2.671,2.5848000000000004,2.037,0.9030000000000001,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q273228,Fanfani,325,1987,1987,2.242,0.0,0.797,2.671,2.89,2.037,0.903,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q336259,Goria,325,1987,1988,2.242,0.0,0.797,2.671,2.89,2.037,0.903,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q316226,Mita,325,1988,1989,2.242,0.0,0.797,2.671,2.89,2.037,0.903,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q50005,Andreotti,325,1989,1992,2.242,0.0,0.797,2.671,2.7495,2.037,0.9065000000000001,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q202209,Amato,325,1992,1993,2.242,0.0,0.797,2.671,2.328,2.037,0.917,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q1224,Ciampi,325,1993,1994,2.242,0.0,0.797,2.671,2.6029999999999998,1.732,0.922,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q11860,Berlusconi,325,1994,1995,2.242,0.0,0.797,2.671,2.878,1.7435,0.927,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q208100,Dini,325,1995,1996,2.242,0.0,0.797,2.671,2.878,2.06,0.927,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q38484,Prodi,325,1996,1998,2.242,0.0,0.797,2.671,2.878,2.06,0.927,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q202209,Amato,325,2000,2001,2.242,0.0,0.797,2.671,2.1825,1.842,0.927,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q11860,Berlusconi,325,2001,2006,2.2420000000000004,0.0,1.0506666666666666,2.671,2.8606666666666665,1.6930000000000003,0.9298333333333333,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q983140,Olivier,338,1962,1971,2.2340000000000004,0.0,1.669,2.378,0.9960000000000001,1.0932,0.5646666666666668,1.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
Q167307,Mintoff,338,1971,1984,2.234000000000001,0.0,1.6690000000000003,2.378,1.0980000000000003,0.9779999999999999,0.5220000000000001,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
Q152511,Adami,338,1987,1996,2.2340000000000004,0.0,1.669,2.378,2.598,0.978,0.563,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2
Q152511,Adami,338,1998,2004,2.234,0.0,1.6690000000000003,2.378,2.5979999999999994,0.9779999999999999,0.5629999999999998,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2
Q156833,Alia,339,1985,1992,-2.076,0.00525,-1.0847499999999999,-1.165375,-1.783625,-1.9035000000000002,0.25337499999999996,0.25,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
Q57625,Berisha,339,1992,1997,1.006,0.035,-1.6503333333333332,1.4131666666666665,0.739,0.3519999999999999,0.864,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
Q311596,Fatos Nano,339,1997,1998,0.526,0.0,-1.1640000000000001,1.969,0.875,0.419,0.888,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
Q381214,Majko,339,1998,1999,0.7865,0.0,-0.6595,1.969,1.239,0.486,0.8865000000000001,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
Q381214,Majko,339,2002,2002,2.132,0.0,0.966,1.969,1.239,0.486,0.893,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Q311596,Fatos Nano,339,2002,2005,2.132,0.0,0.966,2.082,1.239,0.486,0.893,1.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
Q1990673,Nikola Kljusev,343,1991,1992,1.133,0.125,0.543,1.3505,0.291,1.07,0.717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Q162983,Radmila Sekerinska,343,2004,2004,1.782,0.0,0.459,1.982,2.558,1.063,0.727,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
Q162983,Radmila Sekerinska,343,2004,2004,1.782,0.0,0.459,1.982,2.558,1.063,0.727,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
Q57766,Gruevski,343,2006,2014,2.0585555555555555,0.0,-0.13922222222222225,1.2363333333333335,1.0956666666666666,0.7074444444444445,0.6847777777777778,1.5555555555555556,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
Q3176299,Kolinda Grabar-Kitarovic,344,2015,2015,2.845,0.0,1.38,2.259,1.49,1.811,0.849,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
Q9161,Tito,345,1945,1980,0.3876388888888889,0.07100000000000001,0.33683333333333326,-1.1622500000000002,-1.6553611111111108,0.5829444444444446,0.22599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Q470687,Kolisevski,345,1980,1980,0.592,0.071,0.366,-1.198,-1.516,0.629,0.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Q431413,Svetozar Marovic,345,2003,2006,2.09175,0.125,0.661,2.538,1.701,0.838,0.923,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
Q355737,Jelavic,346,1999,2000,1.7045,0.0,-0.185,1.494,1.949,1.156,0.421,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
Q470649,Borislav Paravac,346,2003,2003,2.37,0.0,0.878,1.494,1.949,1.156,0.421,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Q559756,Dragan Covic,346,2003,2004,2.081,0.0,0.878,1.494,1.949,1.156,0.421,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Q361173,Sulejman Tihic,346,2004,2004,1.792,0.0,0.878,1.494,1.949,1.156,0.421,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Q470649,Borislav Paravac,346,2004,2005,1.9500000000000002,0.0,0.878,1.494,1.949,1.156,0.405,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Q361173,Sulejman Tihic,346,2006,2006,2.108,0.0,1.113,1.494,1.949,1.033,0.389,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Q297825,Zeljko Komsic,346,2007,2008,1.8940000000000001,0.0,0.8574999999999999,1.494,1.949,1.033,0.389,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Q57381,Silajdzic,346,2008,2008,2.111,0.0,0.602,1.494,1.949,1.033,0.389,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Q297825,Zeljko Komsic,346,2009,2010,2.111,0.0,0.3995,1.665,1.86,1.033,0.397,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Q57381,Silajdzic,346,2010,2010,2.111,0.0,0.774,1.836,1.86,1.033,0.397,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Q297825,Zeljko Komsic,346,2011,2014,2.111,0.0,0.8402499999999999,1.6139999999999999,1.86,1.0225,0.404,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Q312355,Bakir Izetbegovic,346,2014,2014,2.111,0.0,0.784,1.392,1.86,1.012,0.411,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Q559756,Dragan Covic,346,2015,2015,2.111,0.0,0.784,1.392,1.697,0.862,0.411,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Q434177,Bajuk,349,2000,2000,2.934,0.0,2.085,2.449,2.151,0.909,0.898,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q464922,Anton Rop,349,2002,2004,2.9339999999999997,0.0,2.085,2.449,2.151,0.8150000000000001,0.9173333333333334,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q206471,Borut Pahor,349,2008,2012,2.934,0.0,2.1412,2.449,2.426,0.967,0.9318,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q57627,Janez Jansa,349,2012,2013,2.934,0.0,2.1,2.449,2.457,1.0365,0.946,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q3739767,Bratusek,349,2013,2014,2.934,0.0,2.1,2.449,2.8865,1.106,0.95,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q449445,Plastiras,350,1945,1945,-0.703,0.167,-1.204,0.325,-1.19,0.378,0.766,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Q1258656,Voulgaris,350,1945,1945,-0.703,0.167,-1.204,0.325,-1.19,0.378,0.766,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Q31280,Damaskinos,350,1945,1945,-0.703,0.167,-1.204,0.325,-1.19,0.378,0.766,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Q1392087,Poulitsas,350,1946,1946,-0.677,0.167,-1.204,0.325,-0.878,0.541,0.74,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Q589978,Diomidis,350,1949,1950,-0.34650000000000003,0.167,-0.689,0.148,-0.483,0.7555000000000001,0.7775000000000001,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
Q708300,Theotokis,350,1950,1950,-0.016,0.167,-0.174,0.008,-0.088,0.835,0.801,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
Q449445,Plastiras,350,1950,1950,-0.016,0.167,-0.174,0.008,-0.088,0.835,0.801,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
Q449445,Plastiras,350,1951,1952,0.1795,0.167,-0.013999999999999999,0.008,-0.088,0.835,0.801,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
Q707209,Kiousopoulos,350,1952,1952,0.251,0.167,0.146,0.008,-0.088,0.835,0.801,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Q312046,Papagos,350,1952,1955,0.251,0.146,0.146,0.008,-0.088,0.867,0.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Q156806,Karamanlis,350,1955,1958,0.3645,0.083,0.146,0.008,-0.088,0.963,0.837,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Q728887,Georgakopoulos,350,1958,1958,0.478,0.083,0.146,0.008,-0.088,0.963,0.837,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Q156806,Karamanlis,350,1958,1961,0.478,0.083,0.146,0.008,-0.088,0.963,0.837,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Q156806,Karamanlis,350,1961,1963,0.478,0.083,0.146,0.008,-0.08800000000000001,0.963,0.8370000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Q1371543,Pipinelis,350,1963,1963,0.478,0.083,0.146,0.008,-0.088,0.963,0.837,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Q181606,Mavromichalis,350,1963,1963,0.478,0.083,0.146,0.008,-0.088,0.963,0.837,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Q1371474,Tsirimokos,350,1965,1965,0.545,0.167,0.146,0.008,-0.088,0.963,0.812,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Q156505,Papadopoulos,350,1967,1973,-0.49100000000000005,0.5595714285714285,-0.9930000000000001,-2.773285714285714,-2.015,-0.078,0.8185714285714285,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
Q156806,Karamanlis,350,1974,1980,2.5104285714285717,0.08328571428571428,1.3594285714285714,1.9494285714285715,0.7808571428571428,1.8891428571428575,0.8694285714285714,2.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Q252657,Georgios Rallis,350,1980,1981,3.287,0.0,1.699,2.56,1.225,2.217,0.878,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
Q219256,A. Papandreou,350,1981,1989,3.287,0.0,1.699,2.56,1.674777777777778,2.217,0.8813333333333334,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
Q316235,Tzannetakis,350,1989,1989,3.287,0.0,1.699,2.56,1.731,2.217,0.883,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
Q318009,Zolotas,350,1989,1990,3.287,0.0,1.699,2.56,2.329,2.217,0.883,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q552751,Mitsotakis,350,1990,1993,3.287,0.0,1.699,2.56,2.927,2.217,0.883,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q219256,A. Papandreou,350,1993,1995,3.2870000000000004,0.0,1.699,2.56,2.927,2.217,0.883,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q156806,Konstantinos Karamanlis,350,2004,2009,3.2869999999999995,0.03,1.6131666666666666,2.56,2.927,2.217,0.8883333333333332,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q311207,Georgios Papandreou,350,2009,2011,2.675666666666667,0.036,1.192,2.56,2.927,2.151666666666667,0.89,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q318492,Panagiotis Pikrammenos,350,2012,2012,2.568,0.036,1.243,2.56,2.927,2.119,0.892,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q312015,Alexis Tsipras,350,2015,2015,2.499,0.038,0.817,2.56,2.927,2.011,0.891,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q153509,Makarios,352,1960,1974,0.5252666666666669,0.09333333333333335,-0.2700000000000001,1.7600000000000007,0.26860000000000006,0.3727333333333334,0.6801333333333335,1.0666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
Q153509,Makarios,352,1974,1977,1.36325,0.025,0.50475,2.199,0.75075,1.24675,0.784,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
Q552389,Kyprianou,352,1977,1988,2.3545,0.0,0.763,2.6379999999999995,0.882,1.558,0.7937500000000002,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
Q200776,Tassos Nikolaou Papadopoulos,352,2003,2008,2.6214999999999997,0.0,1.1721666666666668,2.638,2.6556666666666673,1.558,0.7893333333333334,2.8333333333333335,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q57334,Dimitris Christofias,352,2008,2013,2.9378333333333333,0.0,1.3471666666666664,2.638,2.7000000000000006,1.5168333333333333,0.7893333333333334,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q155074,Georgi Dimitrov,355,1946,1949,-0.48,0.05,-2.276,-0.6455,-1.70875,-1.1002500000000002,0.10124999999999999,0.5,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0
Q28517,Zhivkov,355,1956,1989,-0.07941176470588238,0.0,-0.168,-0.7459999999999999,-1.451,-0.575,0.08,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0
Q81144,Mladenov,355,1989,1990,0.87,0.0,0.0165,0.72,0.6265000000000001,0.381,0.46149999999999997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Q473526,Filip Dimitrov,355,1991,1992,1.698,0.0,0.04300000000000001,2.186,2.45,1.337,0.867,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2
Q271473,Indzhova,355,1994,1995,1.698,0.0,0.8425,2.186,2.45,1.337,0.891,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2
Q202117,Stanishev,355,2005,2009,1.8763999999999998,0.0,1.2966000000000002,1.8330000000000002,2.4104,1.337,0.8768,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
Q57775,Boyko Borisov,355,2009,2013,2.1352,0.0,0.8631999999999997,2.169,2.0653999999999995,1.337,0.8442000000000001,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2
Q57775,Boyko Borisov,355,2014,2015,2.2664999999999997,0.0,0.8845,2.169,1.4255,1.337,0.8200000000000001,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
Q355874,Lucinschi,359,1997,2001,1.0957999999999999,0.0,1.2174,1.8530000000000002,0.9364000000000001,1.6108,0.5976,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Q1371619,Pirlog,359,2009,2009,0.983,0.0,0.527,1.117,0.568,1.738,0.733,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Q57685,Vlad Filat,359,2009,2013,1.8285999999999998,0.0,0.8862,1.6741999999999997,1.5308,1.9526,0.8416,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Q58087,Iurie Leanca,359,2013,2015,1.4746666666666666,0.0,0.7306666666666667,1.337,1.5016666666666667,1.8553333333333333,0.8656666666666667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Q19281444,Chiril Gaburici,359,2015,2015,1.557,0.0,0.24,1.447,1.355,1.742,0.853,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Q6968023,Natalia Gherman,359,2015,2015,1.557,0.0,0.24,1.447,1.355,1.742,0.853,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Q7911417,Valeriu Strelet,359,2015,2015,1.557,0.0,0.24,1.447,1.355,1.742,0.853,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Q126660,Stolojan,360,1991,1992,2.307,0.0,1.147,2.12,0.625,1.071,0.488,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
Q370856,Ciorbea,360,1996,1998,3.128,0.0,1.147,1.266,2.1780000000000004,1.071,0.684,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
Q352004,Vasile,360,1998,1999,3.128,0.0,1.147,0.988,2.749,0.7945,0.684,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
Q1957518,Eugen Bejinariu,360,2004,2004,3.128,0.0,1.292,1.297,1.673,0.518,0.664,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Q440970,Crin Antonescu,360,2012,2012,3.128,0.0,1.55,1.297,2.712,0.602,0.73,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
Q127442,Chernenko,365,1984,1985,-0.456,0.0,-0.144,-1.535,-1.2405,-1.422,0.081,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0
Q30487,Gorbachev,365,1985,1991,0.09385714285714283,0.053285714285714283,-0.14814285714285713,-1.1005714285714283,-0.04485714285714282,-1.105,0.2127142857142857,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0
Q34453,Yeltsin,365,1991,1999,0.5945555555555555,0.062000000000000006,0.0003333333333333244,1.0107777777777778,1.1217777777777778,-0.14477777777777778,0.6038888888888889,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
Q7747,Putin,365,2000,2015,-0.0759375,0.04775,0.3339375,0.10599999999999998,0.1606875,-0.176875,0.25,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1
Q307473,Laar,366,1992,1994,2.9979999999999998,0.03333333333333333,1.388,1.8483333333333334,3.009,2.157,0.8906666666666667,1.6666666666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
Q307473,Laar,366,1999,2002,2.998,0.0,1.506,1.341,3.009,2.4225000000000003,0.924,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
Q3785077,Roivas,366,2014,2015,2.998,0.0,1.506,1.8045,3.009,2.511,0.957,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
Q210822,Godmanis,367,1990,1993,1.713,0.0,0.7417499999999999,1.4540000000000002,1.52175,1.6684999999999999,0.74325,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Q960031,Birkavs,367,1993,1994,2.1029999999999998,0.0,0.635,1.983,2.672,1.799,0.775,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
Q540255,Indulis Emsis,367,2004,2004,2.298,0.0,1.016,1.983,2.672,1.799,0.788,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
Q210715,Aigars Kalvitis,367,2004,2007,2.3925,0.037500000000000006,1.016,1.983,2.672,1.799,0.7672500000000001,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
Q57630,Dombrovskis,367,2009,2014,2.688,0.052,1.1464999999999999,1.9830000000000003,2.672,2.5284999999999997,0.7991666666666667,2.8333333333333335,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
Q164582,Landsbergis,368,1990,1992,2.4919999999999995,0.0,1.16,2.161,2.2773333333333334,2.359,0.9780000000000001,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2
Q212751,Brazauskas,368,1992,1998,2.892,0.0,1.16,2.161,2.6460000000000004,2.3589999999999995,0.9451428571428571,2.857142857142857,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q153167,Adamkus,368,1998,2003,2.892,0.0,0.947,2.161,2.6460000000000004,2.155,0.9406666666666667,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q296956,Paksas,368,2003,2004,2.892,0.0,0.6479999999999999,2.161,2.646,1.7465000000000002,0.94,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q57379,Grybauskaite,368,2009,2015,2.892,0.0,0.5557142857142857,2.161,2.478,2.358,0.9320000000000002,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q189732,Kravchuk,369,1990,1994,1.2896,0.13999999999999999,0.8234,0.3476,0.558,1.0888000000000002,0.517,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Q629702,Kuchma,369,1994,2005,0.49999999999999994,0.09516666666666668,0.27883333333333327,1.4805,0.4940833333333334,0.10200000000000004,0.51675,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Q16054880,Yanukovych,369,2010,2014,0.7852,0.043199999999999995,-0.4136,1.151,0.9286,-0.6546,0.4231999999999999,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
